,index,EEP,isochrone_age_yr,initial_mass,star_mass,log_Teff,log_g,log_L,[Fe/H]_init,[Fe/H],WFC3_UVIS_F200LP,WFC3_UVIS_F218W,WFC3_UVIS_F225W,WFC3_UVIS_F275W,WFC3_UVIS_F280N,WFC3_UVIS_F300X,WFC3_UVIS_F336W,WFC3_UVIS_F343N,WFC3_UVIS_F350LP,WFC3_UVIS_F373N,WFC3_UVIS_F390M,WFC3_UVIS_F390W,WFC3_UVIS_F395N,WFC3_UVIS_F410M,WFC3_UVIS_F438W,WFC3_UVIS_F467M,WFC3_UVIS_F469N,WFC3_UVIS_F475W,WFC3_UVIS_F475X,WFC3_UVIS_F487N,WFC3_UVIS_F502N,WFC3_UVIS_F547M,WFC3_UVIS_F555W,WFC3_UVIS_F600LP,WFC3_UVIS_F606W,WFC3_UVIS_F621M,WFC3_UVIS_F625W,WFC3_UVIS_F631N,WFC3_UVIS_F645N,WFC3_UVIS_F656N,WFC3_UVIS_F657N,WFC3_UVIS_F658N,WFC3_UVIS_F665N,WFC3_UVIS_F673N,WFC3_UVIS_F680N,WFC3_UVIS_F689M,WFC3_UVIS_F763M,WFC3_UVIS_F775W,WFC3_UVIS_F814W,WFC3_UVIS_F845M,WFC3_UVIS_F850LP,WFC3_UVIS_F953N,WFC3_IR_F098M,WFC3_IR_F105W,WFC3_IR_F110W,WFC3_IR_F125W,WFC3_IR_F126N,WFC3_IR_F127M,WFC3_IR_F128N,WFC3_IR_F130N,WFC3_IR_F132N,WFC3_IR_F139M,WFC3_IR_F140W,WFC3_IR_F153M,WFC3_IR_F160W,WFC3_IR_F164N,WFC3_IR_F167N,phase
12,12,263,11750000000.000082,0.1525706437490542,0.15256788218720763,3.578539517852904,5.186732888771246,-2.2995459503301725,-1.5,-1.473094,11.279676,18.880877,18.636444,17.352726,15.334419,15.632917,14.297211,14.183801,11.087464,14.29117,14.215647,13.724559,14.297589,13.744438,13.083419,12.389019,12.329687,12.368738,12.047749,11.826096,12.326662,11.535738,11.665045,10.151933,11.105854,10.801534,10.791439,10.741078,10.654049,10.132811,10.421097,10.415437,10.467918,10.435252,10.391413,10.360557,9.99875,9.995132,9.871051,9.692253,9.543127,9.383759,9.408302,9.258589,9.07637,8.859768,8.826192,8.778666,8.70175,8.749344,8.727402,8.61674,8.611562,8.364956,8.365194,8.172732,8.207626,0.0
13,13,264,11750000000.000082,0.1587380335624919,0.1587350474543464,3.581027069176673,5.173556948837572,-2.25940852366092,-1.5,-1.472919,11.167108,18.73361,18.471394,17.146358,15.189688,15.467813,14.136898,14.023142,10.975259,14.116139,14.055246,13.568231,14.13488,13.586983,12.942024,12.257631,12.200697,12.236986,11.922103,11.698512,12.18852,11.414354,11.54223,10.044947,10.988468,10.686072,10.676316,10.624909,10.540669,10.02312,10.311079,10.305029,10.358283,10.323479,10.277737,10.249153,9.893516,9.889802,9.767218,9.589675,9.442607,9.28455,9.309317,9.161007,8.980435,8.765461,8.732261,8.684939,8.608061,8.656029,8.634115,8.523735,8.518915,8.273938,8.274423,8.084015,8.119112,0.0
14,14,265,11750000000.000082,0.16601625580882845,0.16601301437788618,3.5833119644923914,5.159566410100137,-2.2174228772350815,-1.5,-1.472728,11.050887,18.585033,18.303917,16.944424,15.043262,15.303591,13.977417,13.863588,10.859379,13.944361,13.895945,13.412384,13.973188,13.43018,12.799507,12.124178,12.069389,12.103171,11.794028,11.568635,12.049163,11.29014,11.41679,9.933899,10.868109,10.567568,10.558093,10.505969,10.423809,9.909451,10.197113,10.190751,10.244723,10.208354,10.161054,10.1343,9.783978,9.780193,9.658962,9.482491,9.337433,9.18057,9.205541,9.058487,8.879413,8.665927,8.633065,8.585921,8.509074,8.55738,8.535484,8.425413,8.420897,8.17738,8.178085,7.989435,8.024717,0.0
15,15,266,11750000000.000082,0.17409442514823026,0.1740908975417007,3.585441853081959,5.1449277917174205,-2.1740795048342947,-1.5,-1.472635,10.932031,18.435379,18.134699,16.745892,14.895775,15.140112,13.818636,13.704949,10.740845,13.775128,13.737643,13.257215,13.812475,13.274387,12.656343,11.989199,11.936476,11.96798,11.664244,11.437161,11.909014,11.163909,11.289484,9.819906,10.745611,10.446864,10.437634,10.385053,10.304455,9.792917,10.0803,10.073677,10.128319,10.090796,10.042211,10.01696,9.671314,9.66748,9.547491,9.37197,9.228852,9.073088,9.098255,8.952348,8.774654,8.562549,8.529995,8.48301,8.406189,8.454802,8.43292,8.323167,8.31891,8.076723,8.07763,7.890567,7.926008,0.0
16,16,267,11750000000.000082,0.18198210776023177,0.18197827877532505,3.587502458351129,5.130475880107801,-2.1316759638751583,-1.5,-1.472504,10.815878,18.288927,17.967678,16.553183,14.751781,14.981127,13.664412,13.551096,10.62501,13.612106,13.584452,13.106899,13.656879,13.123379,12.517071,11.857546,11.806718,11.836239,11.537671,11.308898,11.772766,11.040712,11.165308,9.708474,10.626125,10.329136,10.320138,10.26726,10.187926,9.678925,9.966036,9.959184,10.014462,9.976095,9.926459,9.902463,9.56108,9.557215,9.438414,9.263802,9.122581,8.967854,8.993229,8.848424,8.67205,8.461269,8.42901,8.382174,8.305375,8.354279,8.332413,8.222974,8.218951,7.978009,7.979113,7.793527,7.829129,0.0
17,17,268,11750000000.000082,0.18955433221968312,0.18955019306427637,3.5894624617103927,5.1164343127737695,-2.0908734351551086,-1.5,-1.472419,10.7043,18.147797,17.805773,16.369076,14.613577,14.828939,13.516938,13.404181,10.513693,13.457312,13.438479,12.963562,13.50858,12.979147,12.383611,11.731254,11.682066,11.709974,11.416167,11.185787,11.642397,10.922455,11.04611,9.60136,10.511473,10.216177,10.207398,10.154338,10.07604,9.569307,9.856152,9.849102,9.904981,9.866006,9.815518,9.792574,9.455037,9.451157,9.333472,9.159731,9.020308,8.866533,8.892131,8.748374,8.573237,8.363707,8.331721,8.285021,8.208243,8.257417,8.235569,8.126427,8.122612,7.882812,7.884101,7.699953,7.735698,0.0
18,18,269,11750000000.000082,0.19754758107288897,0.197543130912613,3.5910204334025337,5.1032880902126045,-2.0531955341604275,-1.5,-1.472426,10.602525,18.021591,17.662636,16.209421,14.490324,14.694542,13.386411,13.274143,10.412166,13.321032,13.30921,12.836497,13.377362,12.851233,12.26439,11.617768,11.569902,11.596455,11.306468,11.074874,11.525508,10.815357,10.93824,9.503189,10.407316,10.113413,10.104811,10.05167,9.974073,9.469152,9.755762,9.748559,9.804918,9.765547,9.714435,9.692282,9.357696,9.353807,9.237002,9.063952,8.925946,8.772904,8.798691,8.655769,8.481599,8.273048,8.241277,8.194681,8.117917,8.1673,8.145456,8.036561,8.032899,7.793965,7.795382,7.612351,7.648206,0.0
19,19,270,11750000000.000082,0.20523802917020684,0.20523328362351537,3.5922359960287387,5.091550177955229,-2.019916928581991,-1.5,-1.472343,10.513432,17.912815,17.540579,16.075111,14.384308,14.579759,13.274698,13.162825,10.323271,13.204815,13.198511,12.727603,13.26508,12.741665,12.161674,11.519535,11.472715,11.498145,11.211166,10.978662,11.424482,10.722101,10.844386,9.416951,10.316402,10.023617,10.015152,9.961986,9.884868,9.381377,9.667788,9.660467,9.717202,9.677565,9.626001,9.604426,9.272096,9.268204,9.152079,8.979573,8.842658,8.690167,8.716112,8.573846,8.400417,8.19262,8.161015,8.114497,8.037745,8.087286,8.065436,7.956739,7.953187,7.714901,7.71637,7.534223,7.57016,0.0
20,20,271,11750000000.000082,0.21265840444568784,0.21265336804004367,3.59327407265727,5.080657479119974,-1.9892151239897964,-1.5,-1.472336,10.431658,17.813789,17.430109,15.954628,14.287993,14.475891,13.173499,13.061987,10.24167,13.099827,13.098251,12.628929,13.163436,12.642423,12.068277,11.429955,11.384036,11.408482,11.124079,10.890822,11.332451,10.636721,10.758544,9.337645,10.233099,9.941285,9.932941,9.879769,9.803029,9.300762,9.586991,9.579572,9.636626,9.596796,9.544875,9.523763,9.193323,9.18943,9.073883,8.901852,8.76585,8.613812,8.639903,8.4982,8.325396,8.118236,8.08677,8.040318,7.963572,8.013223,7.991389,7.882858,7.879395,7.641592,7.643152,7.461736,7.497742,0.0
21,21,272,11750000000.000082,0.22041724417174516,0.22041192259748693,3.5939712865622617,5.07082207345668,-1.961552901933009,-1.5,-1.472358,10.359133,17.729103,17.337955,15.855635,14.205386,14.388023,13.08745,12.976114,10.169267,13.010655,13.012569,12.544492,13.076715,12.557637,11.98769,11.352128,11.306874,11.330462,11.04787,10.814184,11.2526,10.561709,10.683217,9.266837,10.159518,9.868429,9.860167,9.807011,9.73047,9.229118,9.515207,9.507715,9.564993,9.525019,9.472834,9.452047,9.12289,9.118994,9.003831,8.83211,8.69672,8.544985,8.57117,8.429844,8.257449,8.050709,8.019337,7.972925,7.896183,7.945902,7.924068,7.815662,7.812253,7.574744,7.576394,7.395425,7.431469,0.0
22,22,273,11750000000.000082,0.22779354195152032,0.22778793524208835,3.5946331866878967,5.061481716890738,-1.9352684110050369,-1.5,-1.472418,10.290233,17.648544,17.250231,15.761648,14.126945,14.304573,13.005742,12.894603,10.100482,12.926138,12.931314,12.464407,12.994478,12.477212,11.911198,11.278206,11.233574,11.256376,10.975489,10.741392,11.176797,10.490456,10.611668,9.199571,10.089625,9.799226,9.791042,9.737894,9.661557,9.161052,9.447004,9.439446,9.496932,9.456838,9.404425,9.38393,9.055971,9.052073,8.937274,8.765857,8.631036,8.479575,8.505858,8.364895,8.192884,7.986538,7.955256,7.908883,7.832144,7.881927,7.860093,7.751799,7.748438,7.5112,7.512942,7.332382,7.368463,0.0
23,23,274,11750000000.000082,0.23521951000827637,0.23521360046635656,3.5952991098741176,5.05216949501782,-1.9088996900592852,-1.5,-1.472467,10.221114,17.567604,17.162048,15.66741,14.048279,14.22086,12.923787,12.812872,10.03148,12.841528,12.849926,12.38418,12.912116,12.396627,11.834513,11.204049,11.160032,11.182077,10.902887,10.668373,11.100801,10.418978,10.539897,9.132096,10.019521,9.729813,9.721708,9.668572,9.592461,9.092766,9.378579,9.370956,9.428649,9.388447,9.335831,9.315611,8.988837,8.984938,8.870504,8.699403,8.565142,8.413944,8.440334,8.29974,8.128114,7.922162,7.890961,7.844623,7.767899,7.817747,7.795911,7.687724,7.684383,7.447456,7.449267,7.26911,7.30523,0.0
24,24,275,11750000000.000082,0.24282186559624477,0.24281562850993735,3.595980681960267,5.042767060549228,-1.88203628577376,-1.5,-1.472537,10.150694,17.484976,17.07197,15.571387,13.968147,14.135546,12.840282,12.729626,9.961182,12.755487,12.767121,12.302546,12.828329,12.314613,11.756429,11.12849,11.085091,11.106396,10.828927,10.593978,11.023417,10.346156,10.466778,9.063362,9.948107,9.659102,9.651082,9.59796,9.522079,9.023194,9.308864,9.301177,9.359076,9.31878,9.265981,9.246023,8.920444,8.916545,8.802485,8.631716,8.498013,8.347071,8.37358,8.233372,8.062133,7.856581,7.825456,7.779157,7.702451,7.752367,7.730527,7.622441,7.619123,7.382503,7.384382,7.204629,7.240789,0.0
25,25,276,11750000000.000082,0.24930803896227344,0.24930154010870373,3.596507742754624,5.035861928480973,-1.8617174043221223,-1.5,-1.47256,10.097361,17.422184,17.003378,15.498415,13.9074,14.070801,12.776939,12.66651,9.907966,12.69038,12.704437,12.240733,12.764908,12.252494,11.697274,11.071223,11.028285,11.049066,10.772905,10.53761,10.964816,10.291,10.411396,9.01135,9.894038,9.605571,9.597616,9.544505,9.468808,8.970527,9.256083,9.248349,9.306405,9.266048,9.213128,9.193359,8.868688,8.864791,8.751019,8.580516,8.447235,8.296475,8.323086,8.183181,8.012239,7.806995,7.77593,7.72966,7.652967,7.702935,7.681094,7.573073,7.56978,7.333386,7.33532,7.155875,7.192068,0.0
26,26,277,11750000000.000082,0.25592572143665104,0.25591894382956626,3.5970461524711657,5.0289248461643705,-1.84108746045279,-1.5,-1.472568,10.043206,17.358307,16.93359,15.424311,13.845721,14.005028,12.712597,12.602417,9.853915,12.624351,12.640845,12.178017,12.700571,12.189453,11.637224,11.013062,10.970589,10.990855,10.71602,10.480366,10.905329,10.234993,10.35516,8.958545,9.83914,9.551219,9.543332,9.490234,9.414725,8.917048,9.202489,9.194708,9.252921,9.212512,9.159481,9.139894,8.816139,8.812244,8.698769,8.528543,8.395683,8.245099,8.27182,8.13223,7.961589,7.756656,7.725654,7.679413,7.602733,7.652754,7.63091,7.522939,7.519682,7.283512,7.285501,7.106366,7.142593,0.0
27,27,278,11750000000.000082,0.26220851518245886,0.2622014771236944,3.597534335761284,5.022893109597801,-1.8227019076304207,-1.5,-1.47262,9.994912,17.301128,16.871008,15.357976,13.790644,13.946233,12.65511,12.545178,9.805709,12.565468,12.584123,12.12207,12.643188,12.133203,11.583637,10.961143,10.919081,10.938911,10.665265,10.429278,10.852255,10.185025,10.304986,8.911471,9.790177,9.502749,9.494925,9.441837,9.366504,8.869361,9.154695,9.146873,9.205226,9.164776,9.111659,9.092228,8.769295,8.765402,8.652193,8.482228,8.349741,8.199305,8.226132,8.086833,7.916462,7.71181,7.680865,7.634651,7.557981,7.60805,7.586205,7.478273,7.47505,7.239074,7.241115,7.062257,7.098516,0.0
28,28,279,11750000000.000082,0.26800608248281976,0.2679988099458616,3.597967476248876,5.017701309300632,-1.8065965341318633,-1.5,-1.472632,9.952589,17.250889,16.815996,15.299754,13.742347,13.894638,12.604671,12.494971,9.763463,12.513885,12.534421,12.073042,12.592912,12.083897,11.536661,10.915615,10.87391,10.893373,10.620771,10.384486,10.805735,10.141224,10.261003,8.870229,9.747267,9.460273,9.452502,9.399426,9.324249,8.827571,9.112809,9.104952,9.163426,9.122947,9.069763,9.050465,8.728251,8.724362,8.611389,8.44166,8.309497,8.159182,8.18611,8.047073,7.87694,7.672534,7.641641,7.59545,7.518789,7.5689,7.547049,7.439154,7.43596,7.20015,7.202236,7.023622,7.059909,0.0
29,29,280,11750000000.000082,0.2739386097326503,0.27393109063793813,3.5984116026824524,5.0124936077954185,-1.790217582200743,-1.5,-1.472655,9.909536,17.199657,16.759886,15.240459,13.693198,13.842096,12.553317,12.443867,9.72049,12.461434,12.483875,12.023176,12.541783,12.033739,11.488867,10.86928,10.827938,10.84704,10.575502,10.338907,10.758408,10.096659,10.216254,8.828286,9.703615,9.417068,9.409352,9.356288,9.281273,8.785064,9.070203,9.062311,9.120909,9.080401,9.02716,9.007989,8.686509,8.682624,8.569894,8.400411,8.268574,8.118374,8.145411,8.006646,7.836754,7.632601,7.601759,7.555593,7.47894,7.529095,7.507235,7.399377,7.396211,7.160565,7.162699,6.98433,7.020647,0.0
30,30,281,11750000000.000082,0.27972740624999914,0.27971964037267416,3.5988454283155,5.00745357283927,-1.77427510030637,-1.5,-1.472656,9.86763,17.149708,16.70521,15.182769,13.645367,13.790937,12.503315,12.394114,9.678663,12.410419,12.434704,11.974663,12.492047,11.984936,11.442355,10.824174,10.783181,10.801942,10.531438,10.294538,10.712345,10.053279,10.172695,8.787465,9.661129,9.375017,9.367355,9.314304,9.239447,8.743691,9.028732,9.020807,9.079522,9.038994,8.985702,8.966651,8.645884,8.642001,8.529508,8.360271,8.228745,8.078648,8.105799,7.967303,7.797644,7.593729,7.562945,7.516802,7.440153,7.490352,7.468484,7.360659,7.357521,7.122029,7.124209,6.946075,6.982422,0.0
31,31,282,11750000000.000082,0.285216542212942,0.2852085387247621,3.5992568749075184,5.002677868443685,-1.7591609898742415,-1.5,-1.47272,9.827906,17.102266,16.653282,15.128065,13.600027,13.742423,12.455904,12.346951,9.639014,12.36209,12.388115,11.928699,12.444925,11.938694,11.398277,10.781415,10.740753,10.759192,10.489668,10.25248,10.66868,10.012158,10.131404,8.748774,9.620857,9.33516,9.32755,9.274512,9.199803,8.704477,8.989424,8.981467,9.040293,8.999746,8.946412,8.927471,8.607375,8.603497,8.491227,8.322227,8.190991,8.040982,8.068244,7.930009,7.760569,7.556877,7.526149,7.480027,7.403379,7.453623,7.431747,7.32395,7.320838,7.085485,7.087708,6.909795,6.94617,0.0
32,32,283,11750000000.000082,0.291055627643789,0.2910473661655415,3.5996956093508548,4.9977495963350895,-1.7432309583611607,-1.5,-1.472771,9.786064,17.052462,16.598896,15.070968,13.552515,13.691536,12.40612,12.2975,9.597251,12.311795,12.33945,11.880587,12.39574,11.890238,11.351962,10.736349,10.69601,10.714216,10.445698,10.208159,10.62282,9.968846,10.087916,8.70801,9.578442,9.293172,9.285615,9.232593,9.158058,8.663137,8.947987,8.940004,8.998938,8.95839,8.90504,8.886196,8.566796,8.562923,8.450892,8.282156,8.151217,8.00128,8.028672,7.890718,7.7215,7.518039,7.487369,7.441268,7.364623,7.414909,7.393027,7.285239,7.282156,7.046904,7.049176,6.871469,6.907874,0.0
33,33,284,11750000000.000082,0.2978226892007455,0.2978141239798796,3.6003336183572268,4.9924288833654975,-1.7250436881363629,-1.5,-1.472817,9.737721,16.992886,16.532785,15.001425,13.496399,13.6306,12.346712,12.23868,9.549019,12.252446,12.282084,11.823814,12.337726,11.832893,11.297427,10.683364,10.643432,10.661507,10.394373,10.156247,10.569038,9.918416,10.037241,8.661185,9.529278,9.244594,9.237113,9.184108,9.10986,8.615437,8.900157,8.892146,8.951221,8.910702,8.857368,8.838636,8.52022,8.516359,8.404676,8.23634,8.105818,7.955956,7.983553,7.846018,7.677114,7.473982,7.443396,7.397326,7.320684,7.371027,7.349145,7.241344,7.238295,7.003159,7.005503,6.828076,6.864528,0.0
