,index,EEP,isochrone_age_yr,initial_mass,star_mass,log_Teff,log_g,log_L,[Fe/H]_init,[Fe/H],WFC3_UVIS_F200LP,WFC3_UVIS_F218W,WFC3_UVIS_F225W,WFC3_UVIS_F275W,WFC3_UVIS_F280N,WFC3_UVIS_F300X,WFC3_UVIS_F336W,WFC3_UVIS_F343N,WFC3_UVIS_F350LP,WFC3_UVIS_F373N,WFC3_UVIS_F390M,WFC3_UVIS_F390W,WFC3_UVIS_F395N,WFC3_UVIS_F410M,WFC3_UVIS_F438W,WFC3_UVIS_F467M,WFC3_UVIS_F469N,WFC3_UVIS_F475W,WFC3_UVIS_F475X,WFC3_UVIS_F487N,WFC3_UVIS_F502N,WFC3_UVIS_F547M,WFC3_UVIS_F555W,WFC3_UVIS_F600LP,WFC3_UVIS_F606W,WFC3_UVIS_F621M,WFC3_UVIS_F625W,WFC3_UVIS_F631N,WFC3_UVIS_F645N,WFC3_UVIS_F656N,WFC3_UVIS_F657N,WFC3_UVIS_F658N,WFC3_UVIS_F665N,WFC3_UVIS_F673N,WFC3_UVIS_F680N,WFC3_UVIS_F689M,WFC3_UVIS_F763M,WFC3_UVIS_F775W,WFC3_UVIS_F814W,WFC3_UVIS_F845M,WFC3_UVIS_F850LP,WFC3_UVIS_F953N,WFC3_IR_F098M,WFC3_IR_F105W,WFC3_IR_F110W,WFC3_IR_F125W,WFC3_IR_F126N,WFC3_IR_F127M,WFC3_IR_F128N,WFC3_IR_F130N,WFC3_IR_F132N,WFC3_IR_F139M,WFC3_IR_F140W,WFC3_IR_F153M,WFC3_IR_F160W,WFC3_IR_F164N,WFC3_IR_F167N,phase
10,10,258,11750000000.000082,0.14052161439004102,0.14051962634784507,3.545770197837384,5.195298481918599,-2.476721884702964,-0.75,-0.721516,11.940992,19.861778,19.66737,19.327339,16.311052,16.991531,15.622219,15.459608,11.744282,15.752847,15.459896,14.886657,15.508901,14.841747,14.083732,13.353138,13.256866,13.313791,12.922421,12.775146,13.439202,12.345222,12.515865,10.735272,11.902958,11.577863,11.564615,11.592607,11.351444,10.735826,11.029477,11.033121,11.113963,11.239657,11.210958,11.099103,10.519677,10.534339,10.375435,10.157797,9.981816,9.799429,9.831103,9.658784,9.453781,9.214571,9.172527,9.121701,9.044978,9.084845,9.066282,8.96682,8.954501,8.697584,8.691334,8.463242,8.495903,0.0
11,11,259,11750000000.000082,0.14428971890856587,0.14428759073674696,3.548515266945791,5.1842318069711295,-2.441404587513887,-0.75,-0.7213,11.834147,19.72974,19.554653,19.147087,16.18458,16.832321,15.460653,15.295474,11.637758,15.563807,15.298031,14.731252,15.350535,14.689232,13.945948,13.221896,13.128782,13.18239,12.796062,12.643839,13.295174,12.224314,12.391547,10.634619,11.782705,11.458238,11.445832,11.464993,11.239943,10.632817,10.926001,10.928703,11.006636,11.117376,11.08859,10.984001,10.42336,10.436866,10.281157,10.067254,9.893111,9.712677,9.743738,9.573667,9.370599,9.13332,9.091873,9.041428,8.964839,9.005206,8.986594,8.886135,8.874645,8.619317,8.613331,8.388416,8.421432,0.0
12,12,260,11750000000.000082,0.14904517651233995,0.14904289245553878,3.551139088525452,5.172944826559556,-2.4049238531394583,-0.75,-0.721091,11.725134,19.596279,19.439703,18.968395,16.056391,16.673843,15.300152,15.132708,11.529053,15.378951,15.137548,14.576306,15.193439,14.536827,13.807511,13.089914,12.99976,13.050382,12.66898,12.511963,13.151634,12.102464,12.266472,10.531495,11.661487,11.337761,11.326056,11.33709,11.12683,10.527707,10.820436,10.822289,10.897848,10.9949,10.96523,10.86776,10.324654,10.33689,10.184022,9.973422,9.801304,9.622694,9.653217,9.48516,9.284008,9.048589,9.007714,8.957613,8.881144,8.92199,8.903327,8.802052,8.791296,8.537359,8.531777,8.309879,8.343212,0.0
13,13,261,11750000000.000082,0.1553260059773902,0.15532353633043,3.5537574412040382,5.160638182359298,-2.3647843489610327,-0.75,-0.720889,11.607019,19.453432,19.315268,18.781204,15.918743,16.506952,15.131447,14.96196,11.411248,15.187706,14.969141,14.412863,15.028376,14.37573,13.660183,12.949199,12.861938,12.909764,12.533362,12.371526,13.000023,11.972068,12.132915,10.419236,11.531771,11.208922,11.197822,11.201114,11.004944,10.413669,10.705939,10.706993,10.780544,10.864569,10.833352,10.743065,10.216827,10.227844,10.077824,9.870095,9.700205,9.523365,9.553396,9.387244,9.188047,8.954491,8.914185,8.864408,8.78805,8.829374,8.810652,8.708694,8.698614,8.446052,8.440973,8.22197,8.255604,0.0
14,14,262,11750000000.000082,0.1614434169146281,0.16144075910079272,3.556192228865358,5.148858862161228,-2.3266194360209567,-0.75,-0.720711,11.495253,19.318611,19.197144,18.605892,15.78863,16.350735,14.973763,14.802626,11.299768,15.01103,14.812096,14.259889,14.874298,14.224754,13.521575,12.816747,12.732071,12.777616,12.405865,12.23951,12.858266,11.849345,12.007356,10.312861,11.40979,11.087873,11.077248,11.073812,10.889952,10.305717,10.597571,10.597941,10.669904,10.742529,10.709467,10.625751,10.114522,10.124467,9.977041,9.771708,9.604022,9.428769,9.458397,9.293942,9.096573,8.864738,8.824958,8.775468,8.699203,8.740964,8.722187,8.619688,8.610189,8.358946,8.35428,8.137917,8.171822,0.0
15,15,263,11750000000.000082,0.1687021724616964,0.16869930635948027,3.558401866730047,5.136875570866735,-2.287659835119481,-0.75,-0.720564,11.38313,19.185337,19.078743,18.436867,15.659561,16.1987,14.820563,14.64809,11.187909,14.841687,14.659611,14.11077,14.724369,14.077343,13.385195,12.686052,12.603676,12.647272,12.2798,12.109354,12.719557,11.727587,11.883089,10.205623,11.288802,10.967832,10.957578,10.948384,10.775102,10.197132,10.488605,10.488392,10.559125,10.621919,10.586848,10.509038,10.010943,10.019974,9.874808,9.671499,9.505897,9.332041,9.361333,9.198372,9.002666,8.772388,8.733077,8.683834,8.607649,8.649801,8.630967,8.528061,8.519053,8.269023,8.264702,8.050695,8.084827,0.0
16,16,264,11750000000.000082,0.17620454203613722,0.1762014455952336,3.5606727998218206,5.124282357393804,-2.247236414135875,-0.75,-0.720425,11.267208,19.047747,18.955799,18.263832,15.526144,16.042871,14.663457,14.489864,11.072255,14.669621,14.503567,13.957796,14.570726,13.925888,13.24468,12.551302,12.471184,12.513044,12.149976,11.975318,12.577295,11.602077,11.755119,10.094669,11.164232,10.844322,10.834389,10.819758,10.65658,10.084776,10.375875,10.375117,10.444744,10.498096,10.460818,10.388844,9.903567,9.911791,9.768861,9.567563,9.404108,9.231634,9.260646,9.099196,8.905149,8.67645,8.637616,8.588612,8.512503,8.555047,8.536152,8.432884,8.424346,8.175521,8.171557,7.959916,7.994269,0.0
17,17,265,11750000000.000082,0.18349193057343705,0.18348859501343093,3.562862874125152,5.111844214174273,-2.2078286910284035,-0.75,-0.720298,11.154646,18.914371,18.835846,18.097458,15.396605,15.893303,14.512713,14.337708,10.959953,14.505335,14.353571,13.810435,14.422791,13.778807,13.108728,12.420811,12.342772,12.383207,12.024384,11.845675,12.440218,11.480532,11.63132,9.986856,11.043755,10.72495,10.715271,10.695868,10.541693,9.975551,10.266303,10.265069,10.333766,10.378646,10.339186,10.272566,9.799044,9.806584,9.665731,9.466355,9.30493,9.13374,9.16259,9.002547,8.810027,8.582828,8.544447,8.495661,8.419619,8.462528,8.443574,8.340001,8.331882,8.084169,8.080555,7.871129,7.905682,0.0
18,18,266,11750000000.000082,0.1909240263782853,0.19092042780435348,3.5650747892585573,5.098987002081086,-2.167552962206014,-0.75,-0.720184,11.040101,18.778904,18.713135,17.929737,15.264902,15.742192,14.360825,14.184273,10.845671,14.34078,14.202405,13.661661,14.273413,13.630268,12.970849,12.288359,12.21233,12.251558,11.897017,11.714238,12.301706,11.35713,11.505764,9.877071,10.921608,10.603993,10.594527,10.570778,10.424958,9.86424,10.154661,10.152997,10.220857,10.2578,10.216162,10.15464,9.692495,9.699352,9.560474,9.363039,9.203653,9.033717,9.06244,8.903801,8.712785,8.487072,8.449141,8.400561,8.324582,8.367849,8.348831,8.24498,8.237257,7.990607,7.987345,7.780083,7.814824,0.0
19,19,267,11750000000.000082,0.1990794906274808,0.19907562785689115,3.5667429311116807,5.086625316645932,-2.1303541677131856,-0.75,-0.720115,10.936752,18.659399,18.602989,17.786293,15.148264,15.611198,14.229317,14.05166,10.742524,14.199438,14.071173,13.532242,14.14336,13.501125,12.849731,12.171502,12.097018,12.13516,11.784011,11.598228,12.180124,11.247142,11.394168,9.77736,10.812656,10.496011,10.486686,10.459846,10.320016,9.763406,10.053574,10.051592,10.118896,10.150059,10.10666,10.048945,9.595254,9.601569,9.464129,9.268147,9.11029,8.941284,8.969915,8.812326,8.622428,8.397821,8.360223,8.311792,8.235856,8.27939,8.260305,8.156287,8.148847,7.902975,7.899978,7.694311,7.729167,0.0
20,20,268,11750000000.000082,0.20731892376977593,0.20731479295474764,3.568165218833085,5.074707172677488,-2.095155572230396,-0.75,-0.720059,10.84005,18.548786,18.500017,17.655657,15.040068,15.490436,14.108286,13.930189,10.645996,14.070543,13.950768,13.413362,14.023813,13.382795,12.737864,12.063302,11.990135,12.027173,11.67912,11.490814,12.067902,11.144812,11.290498,9.683776,10.711288,10.395513,10.386293,10.356997,10.221995,9.668847,9.958796,9.956556,10.02342,10.049847,10.004942,9.950379,9.50374,9.509609,9.373419,9.178615,9.022045,8.853823,8.88238,8.725681,8.536717,8.31304,8.275721,8.227413,8.151509,8.195269,8.176114,8.071971,8.06476,7.819523,7.816751,7.612409,7.647348,0.0
21,21,269,11750000000.000082,0.21602583497051145,0.21602141500511765,3.569457932445233,5.062646067407762,-2.0599400946788538,-0.75,-0.720033,10.744205,18.440189,18.398161,17.529167,14.933937,15.372736,13.990284,13.812302,10.550312,13.945535,13.83341,13.297132,13.907106,13.267708,12.628257,11.957014,11.885047,11.921066,11.575857,11.385291,11.957935,11.043867,11.18836,9.590782,10.611285,10.296334,10.287202,10.255814,10.124981,9.574946,9.86469,9.86223,9.928711,9.950983,9.904723,9.852942,9.412599,9.418074,9.283005,9.089264,8.933846,8.766328,8.794823,8.63893,8.450797,8.22795,8.190882,8.142681,8.066806,8.110765,8.091537,7.987289,7.98028,7.735589,7.733024,7.529852,7.564855,0.0
22,22,270,11750000000.000082,0.22500495841210127,0.22500024878429212,3.5704130340473683,5.051256178803739,-2.0273266746922283,-0.75,-0.720043,10.656899,18.343121,18.306238,17.419027,14.838903,15.268991,13.886331,13.708681,10.463128,13.835784,13.729613,13.194181,13.803756,13.165778,12.530338,11.861924,11.790896,11.826006,11.482974,11.290783,11.859812,10.952754,11.096346,9.505636,10.520895,10.206594,10.19752,10.164617,10.036803,9.489174,9.778737,9.776131,9.842353,9.861538,9.814181,9.76451,9.328842,9.33403,9.199786,9.006821,8.852245,8.68525,8.713689,8.558391,8.370864,8.148624,8.11174,8.063615,7.987758,8.031866,8.012568,7.908267,7.901402,7.657104,7.654692,7.452373,7.487403,0.0
23,23,271,11750000000.000082,0.23386109471681196,0.23385608087839432,3.5713527443896287,5.040064785284249,-1.9952116860950564,-0.75,-0.720054,10.571029,18.247623,18.215673,17.310968,14.745489,15.167127,13.784286,13.606609,10.377378,13.728277,13.627815,13.093215,13.702284,13.065755,12.434155,11.768424,11.698299,11.732587,11.391671,11.197889,11.763432,10.863158,11.005892,9.421884,10.432054,10.118403,10.109382,10.075091,9.950095,9.404762,9.694151,9.691412,9.757368,9.77364,9.725278,9.677583,9.24642,9.251332,9.117891,8.925691,8.771929,8.605447,8.633837,8.479118,8.292175,8.070522,8.033817,7.985765,7.909925,7.954176,7.934806,7.830444,7.823715,7.579779,7.577517,7.376013,7.411068,0.0
24,24,272,11750000000.000082,0.24242879885777183,0.2424234764108724,3.572247847130817,5.02941123054088,-1.9645382924791908,-0.75,-0.720095,10.48911,18.156616,18.129135,17.208092,14.656265,15.070103,13.687118,13.509414,10.295574,13.626091,13.53098,12.997171,13.60564,12.970556,12.342527,11.679257,11.609978,11.64353,11.304616,11.109325,11.671591,10.777702,10.919641,9.341976,10.347353,10.034333,10.025357,9.989831,9.867395,9.324187,9.613417,9.610556,9.676244,9.689839,9.640596,9.594694,9.16775,9.172396,9.039731,8.848255,8.695253,8.529259,8.557609,8.403438,8.217038,7.995935,7.9594,7.911414,7.83559,7.879972,7.860533,7.756103,7.7495,7.505882,7.503763,7.303012,7.338089,0.0
25,25,273,11750000000.000082,0.25001866379441884,0.2500130793731674,3.5729493492695044,5.021183063992051,-1.940228124029344,-0.75,-0.72011,10.424287,18.084747,18.060589,17.126953,14.585634,14.993529,13.610448,13.432776,10.230841,13.546246,13.454624,12.921469,13.529359,12.895473,12.270296,11.608767,11.540137,11.573153,11.235795,11.039328,11.59906,10.710114,10.851445,9.278727,10.280383,9.967862,9.95892,9.922482,9.801972,9.260382,9.549489,9.546538,9.612006,9.623569,9.573698,9.529136,9.105449,9.109877,8.97785,8.786922,8.634508,8.468896,8.497219,8.343473,8.15749,7.93681,7.900409,7.852474,7.776661,7.821145,7.801651,7.697155,7.690652,7.447264,7.445256,7.245079,7.280172,0.0
26,26,274,11750000000.000082,0.2574431882941646,0.25743733468953445,3.5736356299312253,5.013168408920452,-1.9164683509190052,-0.75,-0.720136,10.360973,18.014606,17.993544,17.047733,14.516653,14.918774,13.535612,13.358006,10.167616,13.468483,13.380433,12.847781,13.454922,12.822223,12.199783,11.539918,11.471918,11.50443,11.168587,10.970975,11.528235,10.644098,10.784846,9.216951,10.214992,9.902964,9.894054,9.856764,9.738079,9.198036,9.487027,9.483977,9.549233,9.558859,9.508421,9.465118,9.044583,9.048802,8.917386,8.72701,8.575159,8.409923,8.438223,8.284889,8.099305,7.879035,7.842764,7.794878,7.719076,7.763655,7.744109,7.63954,7.633132,7.389953,7.388054,7.188423,7.223531,0.0
27,27,275,11750000000.000082,0.26387065993663616,0.263864581192065,3.574178185423678,5.006849969621031,-1.8974494823122112,-0.75,-0.720142,10.310361,17.958641,17.939922,16.984562,14.461563,14.859138,13.475922,13.298392,10.117073,13.406234,13.321373,12.789028,13.395553,12.763813,12.143505,11.48493,11.417425,11.449552,11.114902,10.916389,11.471693,10.591348,10.731641,9.167555,10.162748,9.851113,9.842229,9.804293,9.687013,9.14817,9.437071,9.433945,9.499026,9.507149,9.456299,9.413959,8.995895,8.999952,8.868992,8.679078,8.527667,8.362729,8.391012,8.238003,8.05273,7.832779,7.79661,7.748762,7.672968,7.717623,7.698033,7.593401,7.587067,7.344041,7.342228,7.14302,7.178139,0.0
28,28,276,11750000000.000082,0.2704604460230151,0.27045413581953315,3.5747108274604487,5.00085145676686,-1.8788848034045824,-0.75,-0.720159,10.26097,17.904057,17.887577,16.922935,14.407808,14.800968,13.417705,13.240276,10.06775,13.345509,13.263559,12.731758,13.337788,12.706877,12.088604,11.431263,11.364234,11.396011,11.062523,10.863129,11.416551,10.539871,10.679729,9.11935,10.111784,9.800535,9.791674,9.753137,9.637188,9.099488,9.388304,9.385107,9.450015,9.456708,9.405481,9.364049,8.948374,8.952275,8.821757,8.632293,8.481318,8.316669,8.344941,8.192246,8.007275,7.787636,7.751567,7.703756,7.62797,7.672697,7.653067,7.548367,7.542105,7.299222,7.297493,7.098691,7.133822,0.0
29,29,277,11750000000.000082,0.27669605367224337,0.2766895182665617,3.57521442958216,4.995180698640704,-1.8613249063735209,-0.75,-0.720181,10.214478,17.853081,17.838673,16.866901,14.35762,14.747042,13.36367,13.186451,10.021318,13.289969,13.210063,12.678577,13.284425,12.653937,12.037212,11.380795,11.314143,11.345804,11.013357,10.81307,11.365101,10.491463,10.630966,9.073924,10.063914,9.753026,9.744178,9.705194,9.590331,9.053539,9.342289,9.33905,9.403778,9.409334,9.35787,9.317136,8.903517,8.907301,8.777166,8.588121,8.437544,8.273155,8.301427,8.149017,7.964302,7.744936,7.708961,7.661179,7.585401,7.630184,7.61052,7.505719,7.499503,7.256664,7.255008,7.056495,7.091637,0.0
30,30,278,11750000000.000082,0.2825747747241269,0.2825680217381854,3.57568868414892,4.989831907142909,-1.8447695217565812,-0.75,-0.720208,10.170694,17.805157,17.792694,16.814478,14.31043,14.696409,13.312927,13.135935,9.977592,13.237985,13.159859,12.628641,13.234221,12.604214,11.988874,11.33328,11.266973,11.298562,10.967087,10.765953,11.31673,10.445887,10.585069,9.031135,10.018861,9.708312,9.699474,9.660105,9.546215,9.010241,9.298932,9.29566,9.360217,9.364755,9.313089,9.272977,8.861248,8.864927,8.735146,8.546494,8.39629,8.232141,8.260416,8.108271,7.92379,7.704676,7.668789,7.621034,7.545263,7.590097,7.570402,7.465499,7.459321,7.216503,7.214912,7.016649,7.051802,0.0
31,31,279,11750000000.000082,0.28872818664453825,0.28872119848042205,3.576186247830256,4.9843657153775975,-1.827568487416992,-0.75,-0.720255,10.125192,17.755325,17.744884,16.75988,14.261354,14.643732,13.260139,13.083399,9.932147,13.183956,13.107658,12.576745,13.181917,12.552519,11.938614,11.28387,11.217922,11.249445,10.918987,10.716969,11.266437,10.39851,10.537359,8.986671,9.97204,9.661849,9.653022,9.613263,9.500371,8.965236,9.253868,9.250564,9.314941,9.318434,9.266571,9.227091,8.817327,8.820898,8.691484,8.503245,8.353432,8.189533,8.217815,8.065947,7.881711,7.662859,7.627065,7.579338,7.503573,7.548461,7.528733,7.42372,7.417582,7.17478,7.173258,6.975252,7.010416,0.0
32,32,280,11750000000.000082,0.2945411249280807,0.2945339092026988,3.5766592473360848,4.979297954059337,-1.8114508088785433,-0.75,-0.720301,10.082532,17.708519,17.700031,16.708557,14.215301,14.594265,13.210571,13.034084,9.889544,13.133264,13.05867,12.528048,13.132812,12.504008,11.891481,11.237505,11.171896,11.203363,10.873872,10.671017,11.219244,10.354075,10.492614,8.945,9.928142,9.618291,9.609473,9.569361,9.457394,8.92304,9.211617,9.208284,9.272493,9.275014,9.222973,9.18408,8.776166,8.779634,8.650569,8.462719,8.313278,8.149617,8.177906,8.026299,7.842295,7.623693,7.587985,7.540284,7.464527,7.509464,7.489706,7.384587,7.378484,7.135694,7.134237,6.93647,6.971645,0.0
33,33,281,11750000000.000082,0.2988186489021664,0.2988112637352569,3.5770228160604383,4.975760918435134,-1.799997999739256,-0.75,-0.720316,10.052084,17.674908,17.66787,16.671349,14.182245,14.558586,13.174822,12.99854,9.859138,13.09672,13.023405,12.493007,13.09745,12.46911,11.857662,11.204222,11.138868,11.170307,10.841551,10.638056,11.18535,10.322271,10.460575,8.915307,9.896752,9.587162,9.578352,9.537977,9.426707,8.892936,9.181474,9.178121,9.242198,9.243988,9.191827,9.153368,8.746861,8.750251,8.621454,8.433903,8.284751,8.121269,8.149567,7.998162,7.814335,7.595924,7.560284,7.512604,7.436852,7.481827,7.462048,7.356844,7.35077,7.107989,7.106583,6.908999,6.944186,0.0
