,index,EEP,isochrone_age_yr,initial_mass,star_mass,log_Teff,log_g,log_L,[Fe/H]_init,[Fe/H],WFC3_UVIS_F200LP,WFC3_UVIS_F218W,WFC3_UVIS_F225W,WFC3_UVIS_F275W,WFC3_UVIS_F280N,WFC3_UVIS_F300X,WFC3_UVIS_F336W,WFC3_UVIS_F343N,WFC3_UVIS_F350LP,WFC3_UVIS_F373N,WFC3_UVIS_F390M,WFC3_UVIS_F390W,WFC3_UVIS_F395N,WFC3_UVIS_F410M,WFC3_UVIS_F438W,WFC3_UVIS_F467M,WFC3_UVIS_F469N,WFC3_UVIS_F475W,WFC3_UVIS_F475X,WFC3_UVIS_F487N,WFC3_UVIS_F502N,WFC3_UVIS_F547M,WFC3_UVIS_F555W,WFC3_UVIS_F600LP,WFC3_UVIS_F606W,WFC3_UVIS_F621M,WFC3_UVIS_F625W,WFC3_UVIS_F631N,WFC3_UVIS_F645N,WFC3_UVIS_F656N,WFC3_UVIS_F657N,WFC3_UVIS_F658N,WFC3_UVIS_F665N,WFC3_UVIS_F673N,WFC3_UVIS_F680N,WFC3_UVIS_F689M,WFC3_UVIS_F763M,WFC3_UVIS_F775W,WFC3_UVIS_F814W,WFC3_UVIS_F845M,WFC3_UVIS_F850LP,WFC3_UVIS_F953N,WFC3_IR_F098M,WFC3_IR_F105W,WFC3_IR_F110W,WFC3_IR_F125W,WFC3_IR_F126N,WFC3_IR_F127M,WFC3_IR_F128N,WFC3_IR_F130N,WFC3_IR_F132N,WFC3_IR_F139M,WFC3_IR_F140W,WFC3_IR_F153M,WFC3_IR_F160W,WFC3_IR_F164N,WFC3_IR_F167N,phase
0,0,251,11750000000.000082,0.10322033687598106,0.10321924482745272,3.5451933328659644,5.338408683390096,-2.7535065771951883,-2.0,-1.976205,12.50637,20.518318,20.198427,19.775902,16.918556,17.568754,16.224606,16.213799,12.310354,16.743774,16.257967,15.670349,16.347958,15.709126,14.702238,13.794718,13.710252,13.810606,13.430552,13.193838,13.833985,12.863133,13.011709,11.31627,12.397112,12.083316,12.063349,12.033109,11.902064,11.320281,11.614249,11.619322,11.653747,11.650618,11.648831,11.577613,11.141154,11.137716,10.99523,10.802917,10.627964,10.45624,10.474661,10.307026,10.103395,9.86713,9.830523,9.779542,9.700603,9.744956,9.717964,9.60286,9.59073,9.313449,9.311898,9.087595,9.118897,0.0
1,1,252,11750000000.000082,0.10528391059826028,0.10528276881911372,3.547116817532383,5.3322488960118335,-2.7323854211254552,-2.0,-1.976101,12.450336,20.435768,20.126118,19.630951,16.840252,17.462875,16.119514,16.10165,12.254604,16.595093,16.139153,15.560829,16.229975,15.599373,14.619644,13.726263,13.645821,13.738793,13.361968,13.127771,13.752721,12.798719,12.945171,11.264127,12.334097,12.020285,12.001403,11.968309,11.844026,11.268272,11.561694,11.565609,11.601824,11.594471,11.586941,11.521163,11.089819,11.086319,10.944818,10.753017,10.579148,10.407924,10.426419,10.259599,10.05752,9.82276,9.786455,9.735748,9.656921,9.701591,9.674889,9.559824,9.548265,9.273017,9.271584,9.048843,9.080184,0.0
2,2,253,11750000000.000082,0.10856913667212914,0.10856791180701078,3.5501801132884774,5.322425573893474,-2.698739117676606,-2.0,-1.975929,12.359372,20.304161,20.0014,19.393772,16.713417,17.293818,15.952726,15.925084,12.164062,16.364418,15.95508,15.389254,16.047407,15.427007,14.487588,13.615604,13.540613,13.623648,13.252224,13.020996,13.62433,12.695431,12.838653,11.179188,12.23306,11.919454,11.902082,11.86479,11.750052,11.183092,11.475751,11.478004,11.516797,11.503379,11.487678,11.429644,11.006682,11.003098,10.863249,10.672415,10.500447,10.330115,10.348864,10.183589,9.983849,9.751382,9.715548,9.665254,9.586594,9.631757,9.605495,9.490537,9.479882,9.207952,9.206734,8.986856,9.018338,0.0
3,3,254,11750000000.000082,0.11170943602841218,0.11170812657918514,3.5531089646675653,5.313015024630657,-2.6665537714605314,-2.0,-1.975848,12.270512,20.177782,19.871832,19.161495,16.589914,17.131859,15.793995,15.75864,12.075577,16.151222,15.784784,15.228557,15.878655,15.265155,14.360871,13.508001,13.437139,13.512738,13.146722,12.917209,13.502756,12.595854,12.736196,11.095981,12.135751,11.822589,11.80644,11.765578,11.658566,11.099078,11.391111,11.391935,11.432882,11.414508,11.392179,11.340447,10.925648,10.921986,10.783836,10.594102,10.424156,10.254791,10.273918,10.110371,9.912719,9.68232,9.646917,9.596991,9.518476,9.564095,9.53823,9.423413,9.413599,9.14475,9.143879,8.927104,8.958807,0.0
4,4,255,11750000000.000082,0.11471677638643296,0.11471538092336483,3.555914454386216,5.303982978379065,-2.635708633522108,-2.0,-1.975677,12.183858,20.055862,19.739132,18.935844,16.469841,16.976664,15.642731,15.601379,11.98926,15.954403,15.626116,15.077711,15.721582,15.112912,14.239263,13.40348,13.335631,13.405903,13.045234,12.816439,13.387427,12.49979,12.637589,11.014717,12.042042,11.729508,11.714359,11.670525,11.569656,11.016494,11.308005,11.307595,11.350369,11.327998,11.300426,11.253712,10.84675,10.843011,10.706595,10.518064,10.350237,10.181894,10.201492,10.03978,9.844007,9.615475,9.580468,9.530869,9.452481,9.498519,9.473006,9.358362,9.349318,9.083272,9.082678,8.869319,8.901306,0.0
5,5,256,11750000000.000082,0.11786446895431368,0.11786297706619832,3.5588517311135472,5.2944902226985375,-2.6033813609033705,-2.0,-1.975491,12.091709,19.926792,19.592104,18.697941,16.342453,16.814211,15.48515,15.438845,11.897445,15.755249,15.463566,14.92276,15.560223,14.956265,14.111771,13.292669,13.227117,13.293465,12.938536,12.70966,13.26766,12.398515,12.533884,10.928248,11.943482,11.631805,11.617553,11.571076,11.475428,10.928085,11.219113,11.217537,11.262028,11.2362,11.204237,11.161774,10.762944,10.759121,10.624609,10.437478,10.272047,10.104864,10.125041,9.965375,9.771475,9.544785,9.510176,9.460894,9.382627,9.429085,9.40391,9.289474,9.281194,9.01795,9.017657,8.808114,8.840461,0.0
6,6,257,11750000000.000082,0.12117905381085728,0.12117745437613414,3.5619460369769973,5.284464343812916,-2.5693051059542364,-2.0,-1.975195,11.993447,19.788763,19.4296,18.447538,16.206762,16.643353,15.320118,15.269831,11.799523,15.551723,15.296508,14.762544,15.394122,14.794077,13.977472,13.174756,13.110862,13.174559,12.8258,12.596102,13.142436,12.291223,12.424288,10.836061,11.839379,11.528805,11.515367,11.466608,11.375282,10.833299,11.12386,11.121186,11.167313,11.13856,11.103061,11.06409,10.673639,10.669737,10.537281,10.351745,10.189014,10.023142,10.04398,9.886519,9.694536,9.469683,9.435475,9.386503,9.308352,9.355234,9.33038,9.216188,9.208659,8.948206,8.948236,8.742741,8.775508,0.0
7,7,258,11750000000.000082,0.12434377500191852,0.12434206626731578,3.564901365589799,5.2748588225585085,-2.5367329114847528,-2.0,-1.975081,11.898817,19.654305,19.26833,18.21022,16.075966,16.480495,15.163373,15.110225,11.705217,15.362664,15.140005,14.611847,15.238127,14.641375,13.849263,13.06127,12.998497,13.06061,12.717854,12.486876,13.023343,12.188269,12.319351,10.747348,11.739815,11.430472,11.417725,11.36721,11.279122,10.741679,11.031822,11.028225,11.075794,11.044783,11.006741,10.970359,10.587667,10.583685,10.453195,10.269257,10.109244,9.944688,9.96616,9.810751,9.62061,9.397437,9.363605,9.31491,9.236859,9.284131,9.259555,9.145605,9.138741,8.88081,8.881159,8.679283,8.712468,0.0
8,8,259,11750000000.000082,0.12746503279742005,0.1274632090699166,3.5678170197043575,5.265342673412928,-2.5045618654848,-2.0,-1.974781,11.80517,19.518589,19.105019,17.979689,15.946099,16.320305,15.009578,14.954163,11.611901,15.180571,14.987473,14.464777,15.085569,14.49227,13.72296,12.948899,12.88708,12.94799,12.611246,12.378782,12.906042,12.086443,12.215752,10.65966,11.64167,11.333701,11.321584,11.269673,11.184187,10.65089,10.940616,10.936162,10.985092,10.952239,10.912237,10.877926,10.50256,10.498496,10.369902,10.187558,10.030319,9.867105,9.88915,9.735599,9.547348,9.325824,9.292353,9.243918,9.165964,9.2136,9.189281,9.075587,9.069324,8.813748,8.814416,8.615993,8.649598,0.0
9,9,260,11750000000.000082,0.13080135055750328,0.130799395398863,3.570934877841183,5.2551093326910285,-2.470107438668804,-2.0,-1.97464,11.705212,19.369263,18.92728,17.738586,15.806536,16.149498,14.845894,14.788298,11.512321,14.989515,14.824971,14.308292,14.921722,14.333586,13.588074,12.828642,12.768091,12.827366,12.497175,12.263165,12.780163,11.977426,12.104976,10.566202,11.536951,11.23062,11.21916,11.166004,11.083026,10.554014,10.84327,10.837981,10.888321,10.853743,10.811872,10.77959,10.411624,10.407478,10.280802,10.100114,9.945892,9.784134,9.806664,9.654778,9.468719,9.248983,9.215919,9.167757,9.089891,9.137933,9.11385,9.000422,8.994775,8.741623,8.742616,8.547654,8.581682,0.0
10,10,261,11750000000.000082,0.13412880026575905,0.13412670618570552,3.5740459141141527,5.244858887306044,-2.4356944398126013,-2.0,-1.974399,11.606408,19.215275,18.748955,17.505577,15.667019,15.979763,14.683393,14.62336,11.413939,14.800085,14.661654,14.151947,14.756521,14.17507,13.453829,12.709206,12.65066,12.707048,12.383541,12.148396,12.6536,11.868886,11.994756,10.473986,11.433041,11.128506,11.117724,11.063432,10.983119,10.458534,10.747274,10.74122,10.792951,10.756676,10.71272,10.682685,10.321585,10.317363,10.192401,10.01323,9.862007,9.701694,9.724495,9.573767,9.390184,9.172328,9.139695,9.091806,9.014029,9.062486,9.038617,8.925441,8.920382,8.669584,8.670893,8.479033,8.513416,0.0
11,11,262,11750000000.000082,0.13730301065025005,0.13730077559309184,3.577014837952881,5.235031467165749,-2.402812598135656,-2.0,-1.974159,11.512812,19.06422,18.575802,17.289518,15.533327,15.818765,14.52966,14.467225,11.320773,14.620817,14.505426,14.002768,14.597805,14.023666,13.32592,12.595626,12.53953,12.592202,12.275295,12.039329,12.531995,11.765552,11.889894,10.386728,11.33442,11.031783,11.021632,10.966415,10.888559,10.368241,10.656483,10.649766,10.702802,10.66502,10.618973,10.591166,10.236089,10.231816,10.108368,9.930575,9.782108,9.623139,9.646107,9.496325,9.315163,9.099158,9.066945,9.019312,8.941607,8.990473,8.966784,8.853902,8.84935,8.600734,8.60232,8.413111,8.447769,0.0
12,12,263,11750000000.000082,0.14065149508944905,0.1406491006044613,3.5801480428487853,5.2245776327398,-2.368033487352573,-2.0,-1.9739,11.41396,18.901506,18.386793,17.065895,15.391153,15.649992,14.369218,14.304658,11.222382,14.434835,14.342051,13.846326,14.430941,13.864551,13.190962,12.47559,12.4221,12.470749,12.161062,11.924148,12.403297,11.656458,11.779323,10.294626,11.230601,10.930179,10.920614,10.864749,10.788869,10.272742,10.560536,10.553197,10.607565,10.568547,10.520637,10.494835,10.145619,10.141325,10.019475,9.843164,9.697445,9.539862,9.563085,9.414573,9.235723,9.021658,8.989863,8.942481,8.864841,8.914135,8.890594,8.778165,8.774058,8.527643,8.529498,8.342877,8.377789,0.0
13,13,264,11750000000.000082,0.14409626256043562,0.14409369340347333,3.583373055278837,5.213744918235921,-2.332169201548732,-2.0,-1.973625,11.312078,18.730385,18.186554,16.839911,15.243874,15.477206,14.205569,14.139158,11.120985,14.246427,14.175344,13.686306,14.259985,13.70149,13.052139,12.351858,12.30107,12.34548,12.043423,11.805483,12.270461,11.54407,11.665529,10.199781,11.123916,10.825972,10.816945,10.760695,10.68633,10.174154,10.461627,10.453714,10.509393,10.469443,10.419932,10.395884,10.052279,10.047992,9.92774,9.753,9.609952,9.453758,9.477334,9.330393,9.153692,8.941609,8.910223,8.863082,8.785495,8.835229,8.811806,8.699978,8.696247,8.452013,8.454123,8.269976,8.305109,0.0
14,14,265,11750000000.000082,0.14791529040180096,0.14791253610874436,3.5863791262715328,5.202815186498883,-2.296626283448258,-2.0,-1.973271,11.211821,18.562176,17.990444,16.627129,15.100594,15.311351,14.048631,13.980658,11.021193,14.068151,14.015572,13.532575,14.095816,13.544782,12.917639,12.23127,12.18303,12.223311,11.92851,11.689654,12.141059,11.43404,11.554273,10.106199,11.019423,10.723963,10.715391,10.658994,10.585657,10.077068,10.3641,10.35579,10.412561,10.372028,10.321308,10.298664,9.959865,9.955622,9.836884,9.663666,9.522983,9.368054,9.39204,9.246723,9.071886,8.861638,8.830611,8.783684,8.706138,8.756279,8.732936,8.621782,8.618338,8.376078,8.37841,8.19641,8.231727,0.0
15,15,266,11750000000.000082,0.15386858875563164,0.1538656158221316,3.588776092351913,5.190306642822076,-2.2583494654991783,-2.0,-1.97308,11.10708,18.399923,17.806217,16.432877,14.960343,15.153391,13.898092,13.828764,10.916842,13.899872,13.862196,13.384453,13.938544,13.394399,12.785314,12.110411,12.064321,12.100784,11.811954,11.572622,12.012251,11.321466,11.440761,10.006888,10.911453,10.618144,10.609916,10.553544,10.480736,9.975207,10.261684,10.253009,10.310731,10.26976,10.218244,10.196527,9.861531,9.857306,9.739797,9.567624,9.428862,9.274869,9.299253,9.155297,8.981912,8.773115,8.742365,8.6956,8.618081,8.668545,8.645238,8.534702,8.531451,8.290739,8.293239,8.112847,8.148283,0.0
16,16,267,11750000000.000082,0.16047659012962723,0.16047335499797505,3.5914470833810768,5.176209137648396,-2.2155788398619736,-2.0,-1.972968,10.989872,18.216366,17.598711,16.218075,14.803591,14.97723,13.730309,13.659762,10.800081,13.713938,13.692042,13.219946,13.764091,13.227314,12.637796,11.975267,11.931543,11.963827,11.681637,11.441741,11.86835,11.195541,11.313832,9.895772,10.790776,10.499949,10.492088,10.435688,10.363495,9.861487,10.147145,10.13803,10.19687,10.155488,10.103092,10.082402,9.751733,9.747484,9.631424,9.460179,9.32338,9.170462,9.195317,9.053066,8.881198,8.674013,8.643561,8.596972,8.519483,8.570302,8.547025,8.437221,8.434158,8.195147,8.197827,8.019171,8.054727,0.0
17,17,268,11750000000.000082,0.16849507544712825,0.16849154575735026,3.593624084472286,5.161128444933088,-2.1715430395796846,-2.0,-1.972747,10.871315,18.041176,17.405107,16.020027,14.652107,14.809765,13.569773,13.498171,10.681908,13.538283,13.529283,13.062473,13.597799,13.067907,12.494469,11.842186,11.800456,11.829,11.552301,11.312136,11.727552,11.069837,11.187336,9.782434,10.669488,10.380704,10.373116,10.316842,10.245056,9.745996,10.031147,10.021562,10.081372,10.039748,9.986495,9.9667,9.639493,9.635262,9.520306,9.349843,9.214551,9.062591,9.087769,8.946938,8.776134,8.570304,8.540091,8.493641,8.416175,8.467279,8.444012,8.334841,8.331919,8.09428,8.097098,7.919818,7.955462,0.0
18,18,269,11750000000.000082,0.1764129572064471,0.176409121542679,3.5956199067333094,5.146364151506193,-2.1290108007406974,-2.0,-1.972736,10.757045,17.873415,17.221411,15.833582,14.507665,14.650501,13.416872,13.344313,10.568001,13.37182,13.374969,12.913048,13.440185,12.916756,12.357753,11.714627,11.674711,11.699848,11.428158,11.187756,11.592942,10.949004,11.065797,9.673158,10.552774,10.265876,10.258559,10.202643,10.131012,9.634624,9.919256,9.909397,9.96993,9.928205,9.874504,9.855308,9.531098,9.526883,9.412944,9.243206,9.109335,8.958154,8.983761,8.84421,8.674345,8.469716,8.439721,8.393396,8.315951,8.367299,8.34405,8.235462,8.232664,7.996262,7.999205,7.823178,7.858907,0.0
19,19,270,11750000000.000082,0.18468075500777129,0.1846765738595585,3.597685318942245,5.130846152666299,-2.084572171813561,-2.0,-1.972655,10.637528,17.69734,17.030113,15.640396,14.35721,14.484469,13.257341,13.183933,10.448872,13.199551,13.214892,12.757975,13.276924,12.759943,12.215409,11.581401,11.54331,11.565063,11.298479,11.057794,11.452657,10.822703,10.938786,9.558865,10.430786,10.146089,10.139102,10.083405,10.011818,9.518009,9.802214,9.792072,9.853312,9.811571,9.757505,9.738859,9.417724,9.413527,9.300644,9.13165,8.999253,8.848843,8.874939,8.736694,8.567895,8.364433,8.334646,8.288454,8.211048,8.262687,8.239394,8.131404,8.128728,7.893583,7.896653,7.721851,7.757674,0.0
20,20,271,11750000000.000082,0.1929969194070832,0.19299236926863125,3.599688538779958,5.115361188933604,-2.040513989542982,-2.0,-1.972507,10.519013,17.522806,16.842312,15.451164,14.208969,14.320742,13.099809,13.025694,10.330746,13.030955,13.057815,12.60574,13.117023,12.606106,12.075145,11.449635,11.413229,11.431874,11.170158,10.929165,11.314293,10.697617,10.813028,9.445484,10.309925,10.02742,10.020714,9.965233,9.893661,9.402282,9.685945,9.675715,9.737404,9.695846,9.641594,9.62341,9.305143,9.301008,9.189174,9.020903,8.889949,8.740254,8.766896,8.629871,8.462065,8.259773,8.230209,8.184143,8.106757,8.15862,8.13537,8.027929,8.025378,7.791343,7.794598,7.621225,7.657076,0.0
21,21,272,11750000000.000082,0.20155991827633943,0.2015550295148332,3.601032632450292,5.102446645882745,-2.003829940682227,-2.0,-1.972488,10.421592,17.386589,16.698181,15.305724,14.091306,14.192255,12.975471,12.900813,10.233596,12.899205,12.934032,12.485501,12.9914,12.48495,11.963112,11.343349,11.307998,11.324526,11.066096,10.824984,11.203359,10.595745,10.710719,9.351555,10.210958,9.929982,9.923465,9.868156,9.796676,9.306911,9.590105,9.579823,9.641844,9.600298,9.546051,9.52806,9.211755,9.207634,9.096492,8.928739,8.79878,8.649511,8.676609,8.540316,8.373219,8.171729,8.142313,8.096332,8.018965,8.070991,8.047776,7.940693,7.938236,7.704973,7.70837,7.535874,7.571787,0.0
22,22,273,11750000000.000082,0.21034566026565896,0.21034039816482109,3.6024103767443325,5.0892290611601725,-1.9662013237012528,-2.0,-1.972583,10.321555,17.246277,16.550571,15.156727,13.970734,14.06032,12.847719,12.772594,10.133843,12.764705,12.807487,12.362558,12.863135,12.361112,11.848329,11.234237,11.199933,11.214405,10.959291,10.718014,11.089691,10.491152,10.605689,9.255093,10.109362,9.829944,9.823623,9.768494,9.697126,9.209023,9.49171,9.481295,9.543731,9.502218,9.447943,9.430174,9.115888,9.111783,9.00135,8.834152,8.705229,8.556358,8.58387,8.448334,8.282025,8.081337,8.052078,8.006184,7.928836,7.981024,7.95784,7.851071,7.848743,7.616293,7.619802,7.448221,7.484201,0.0
23,23,274,11750000000.000082,0.21918893254175983,0.2191833090683316,3.603441134291361,5.077575952211648,-1.9328087344767049,-2.0,-1.972611,10.233561,17.127365,16.426668,15.0319,13.867147,13.94804,12.738566,12.663038,10.046069,12.650397,12.699257,12.257224,12.753587,12.255177,11.749237,11.139451,11.105949,11.118767,10.866173,10.62484,10.991264,10.399709,10.513928,9.169845,10.02022,9.74201,9.735835,9.680865,9.609536,9.122717,9.405018,9.394486,9.457231,9.415771,9.361475,9.343879,9.031065,9.026974,8.917064,8.750292,8.622161,8.473589,8.501392,8.366421,8.200695,8.000601,7.97146,7.92563,7.848296,7.900603,7.877394,7.770865,7.768649,7.536817,7.540412,7.369513,7.405542,0.0
24,24,275,11750000000.000082,0.22814066716857173,0.22813466885091985,3.6043641358403296,5.0664498078607325,-1.9006406115224523,-2.0,-1.972659,10.149069,17.014704,16.309795,14.914535,13.768639,13.841667,12.634987,12.559099,9.961732,12.542272,12.596568,12.157198,12.649702,12.154624,11.654812,11.048874,11.016137,11.027387,10.777065,10.535708,10.897317,10.312109,10.426047,9.087849,9.934713,9.657608,9.65156,9.596754,9.52543,9.039773,9.321721,9.31109,9.374101,9.332711,9.278419,9.26096,8.949431,8.945354,8.835905,8.669525,8.542117,8.393822,8.421876,8.287403,8.122191,7.922625,7.893589,7.847814,7.770493,7.822904,7.799657,7.693357,7.691206,7.459949,7.463623,7.293325,7.329398,0.0
25,25,276,11750000000.000082,0.23672551064795652,0.23671913134333844,3.6052491810559615,5.0558454383999925,-1.8698571851108008,-2.0,-1.97263,10.068158,16.906609,16.197886,14.802487,13.674405,13.73987,12.535832,12.459629,9.880986,12.439021,12.498421,12.061582,12.550433,12.058488,11.56447,10.962145,10.93023,10.939902,10.691753,10.45034,10.807382,10.228233,10.341908,9.009367,9.852859,9.576818,9.570868,9.51625,9.444923,8.960373,9.241978,9.231259,9.294515,9.253212,9.198949,9.181602,8.871281,8.86722,8.758211,8.592216,8.465509,8.317494,8.345776,8.211774,8.047048,7.847986,7.819046,7.773323,7.696016,7.748523,7.725245,7.619159,7.617065,7.38635,7.390101,7.220377,7.256488,0.0
26,26,277,11750000000.000082,0.2450529015273996,0.24504614507647465,3.606091927109442,5.046319268079056,-1.8414540470983387,-2.0,-1.972779,9.993348,16.805664,16.093458,14.698336,13.587052,13.645288,12.44376,12.367317,9.806359,12.343369,12.407498,11.973013,12.458485,11.969387,11.480792,10.881805,10.850656,10.858877,10.612784,10.371254,10.724049,10.150618,10.264042,8.936893,9.777175,9.502146,9.496294,9.44185,9.370526,8.887016,9.16829,9.157493,9.220976,9.179771,9.125553,9.108299,8.799112,8.795069,8.68648,8.520852,8.394825,8.247082,8.275574,8.142017,7.977747,7.779162,7.750311,7.704638,7.627345,7.67994,7.656654,7.550766,7.548708,7.318495,7.322322,7.153141,7.18929,0.0
27,27,278,11750000000.000082,0.25230438111299747,0.2522973001153081,3.6068067332626046,5.038770191099287,-1.8183211954734249,-2.0,-1.972812,9.932285,16.72242,16.007416,14.612769,13.515499,13.567614,12.368178,12.291569,9.745453,12.265027,12.333045,11.900488,12.383201,11.896386,11.412294,10.816051,10.78553,10.79258,10.548211,10.306567,10.655841,10.087179,10.200392,8.877808,9.715364,9.441195,9.435431,9.38113,9.309813,8.827171,9.108163,9.097302,9.160973,9.119863,9.065697,9.048512,8.740275,8.73625,8.628016,8.462688,8.337258,8.18975,8.218416,8.085234,7.921345,7.723163,7.694385,7.648753,7.571472,7.624141,7.600848,7.495127,7.493099,7.263303,7.267195,7.098471,7.134653,0.0
28,28,279,11750000000.000082,0.25919074514243834,0.2591833432902755,3.6074851239894055,5.0316703100587565,-1.7964556937982206,-2.0,-1.972852,9.874554,16.643507,15.925972,14.531937,13.447855,13.494137,12.296675,12.219922,9.687869,12.191016,12.26269,11.831956,12.312074,11.827394,11.347543,10.753867,10.723935,10.729884,10.487147,10.245398,10.591335,10.027188,10.140202,8.821956,9.656904,9.383573,9.377896,9.32373,9.252418,8.770598,9.051318,9.040401,9.104245,9.063232,9.009125,8.992001,8.684657,8.680648,8.572753,8.4077,8.282849,8.135567,8.164397,8.031565,7.868033,7.67023,7.641521,7.595928,7.518659,7.571394,7.548095,7.442531,7.44053,7.211123,7.215078,7.046759,7.082996,0.0
29,29,280,11750000000.000082,0.2656417774719956,0.265634092832604,3.6080950034079153,5.026152785226985,-1.7782828418479943,-2.0,-1.972865,9.826364,16.576307,15.856591,14.463326,13.390917,13.431983,12.236272,12.159436,9.639816,12.128645,12.203468,11.774283,12.252206,11.769273,11.293133,10.701673,10.672248,10.677279,10.435986,10.194118,10.537169,9.976974,10.089809,8.775438,9.608063,9.335464,9.32987,9.275818,9.204523,8.723424,9.003901,8.992935,9.056931,9.016013,8.961967,8.944889,8.638346,8.634354,8.526764,8.361958,8.237633,8.090558,8.119532,7.987012,7.823801,7.626336,7.597687,7.552129,7.474871,7.527665,7.504361,7.398937,7.39697,7.167896,7.171866,7.003919,7.040236,0.0
30,30,281,11750000000.000082,0.27170651666408974,0.2716985593881994,3.6086689598286994,5.020970867925765,-1.7612010074742972,-2.0,-1.972791,9.781064,16.513092,15.791428,14.398952,13.337422,13.373571,12.179488,12.102577,9.594646,12.070079,12.147845,11.72011,12.195985,11.714676,11.242004,10.652607,10.623654,10.627832,10.387892,10.145914,10.486259,9.92977,10.042439,8.731716,9.562155,9.290246,9.28473,9.230785,9.159505,8.679084,8.959329,8.94832,9.012456,8.97163,8.917646,8.900611,8.594816,8.59084,8.48354,8.318962,8.195136,8.04826,8.077365,7.945138,7.782224,7.585075,7.556482,7.510956,7.433708,7.486557,7.463249,7.357955,7.356021,7.127255,7.131237,6.963637,6.999979,0.0
31,31,282,11750000000.000082,0.27743653758945974,0.2774283167632162,3.609211790792916,5.016082864376965,-1.7450676331989534,-2.0,-1.972812,9.738277,16.45322,15.729782,14.338154,13.286895,13.318367,12.125829,12.048852,9.551979,12.014765,12.095317,11.668959,12.1429,11.663124,11.193724,10.606263,10.577756,10.581124,10.342463,10.100387,10.43816,9.885181,9.997691,8.690427,9.518797,9.247541,9.242102,9.188258,9.116989,8.637213,8.917235,8.906186,8.970452,8.929718,8.875797,8.858798,8.553708,8.549747,8.442719,8.278357,8.155005,8.008319,8.037546,7.905592,7.742956,7.546106,7.517565,7.472069,7.394831,7.447729,7.424417,7.319246,7.317343,7.088843,7.092854,6.925581,6.961946,0.0
32,32,283,11750000000.000082,0.283547910838624,0.28353939970369607,3.609791383852156,5.0110318728525645,-1.728020302454056,-2.0,-1.972938,9.693043,16.389599,15.664338,14.273737,13.233418,13.259874,12.068989,11.991955,9.506869,11.956225,12.039741,11.614844,12.086744,11.608572,11.142647,10.557229,10.529193,10.531707,10.294407,10.052227,10.38726,9.838019,9.950362,8.646791,9.472954,9.202394,9.197038,9.1433,9.072045,8.592958,8.872742,8.861648,8.926053,8.885419,8.831567,8.814606,8.510265,8.506322,8.399586,8.235448,8.112603,7.96613,7.995483,7.863817,7.701477,7.504942,7.476456,7.430992,7.353764,7.406715,7.383398,7.278358,7.276486,7.048241,7.052311,6.885382,6.921771,0.0
33,33,284,11750000000.000082,0.28947127373397974,0.28946247575351364,3.6103536403967422,5.0061814823939095,-1.7115406296307736,-2.0,-1.972981,9.649307,16.328022,15.601089,14.211536,13.18173,13.203315,12.014013,11.936926,9.463254,11.899669,11.986036,11.562549,12.032493,11.555851,11.093272,10.509812,10.482227,10.483925,10.24794,10.005657,10.338055,9.792417,9.904596,8.604609,9.428633,9.158747,9.153471,9.099837,9.028595,8.550178,8.829726,8.818588,8.883126,8.842592,8.788813,8.771884,8.46827,8.464343,8.357891,8.193971,8.071604,7.925357,7.954826,7.823439,7.661381,7.465152,7.436718,7.391284,7.314066,7.367067,7.343744,7.238831,7.236989,7.008986,7.013112,6.846515,6.882926,0.0
34,34,285,11750000000.000082,0.2948558793562625,0.2948468143703016,3.610888338820789,5.001833435720286,-1.6965755941802825,-2.0,-1.972932,9.609488,16.271294,15.542856,14.154362,13.134428,13.151392,11.963575,11.886449,9.423554,11.847836,11.936869,11.514687,11.982825,11.507578,11.048136,10.466486,10.439337,10.440284,10.205538,9.963151,10.293089,9.750829,9.862855,8.566263,9.388261,9.119008,9.113811,9.060274,8.989047,8.511261,8.790586,8.779408,8.844069,8.803634,8.749926,8.733027,8.4301,8.42619,8.320008,8.156295,8.034382,7.888354,7.917932,7.786806,7.625015,7.429073,7.400688,7.355281,7.278075,7.331122,7.307794,7.203,7.201186,6.973409,6.977589,6.811304,6.847738,0.0
35,35,286,11750000000.000082,0.29900812340324706,0.298998841551642,3.611427439470248,4.998774095300457,-1.6850894601631867,-2.0,-1.972946,9.578368,16.223389,15.493526,14.106293,13.09607,13.108419,11.922052,11.844973,9.392551,11.805343,11.896846,11.4758,11.942371,11.468195,11.011779,10.431824,10.405059,10.40538,10.171845,9.92931,10.256953,9.717933,9.829801,8.536587,9.356578,9.087926,9.08281,9.029355,8.958178,8.480994,8.760098,8.748883,8.813664,8.773331,8.719699,8.702828,8.400604,8.39671,8.290805,8.127304,8.005844,7.860046,7.889726,7.758862,7.597336,7.401681,7.373342,7.327964,7.250769,7.30386,7.280528,7.175849,7.17406,6.946495,6.950732,6.784753,6.821209,0.0
