,index,EEP,isochrone_age_yr,initial_mass,star_mass,log_Teff,log_g,log_L,[Fe/H]_init,[Fe/H],WFC3_UVIS_F200LP,WFC3_UVIS_F218W,WFC3_UVIS_F225W,WFC3_UVIS_F275W,WFC3_UVIS_F280N,WFC3_UVIS_F300X,WFC3_UVIS_F336W,WFC3_UVIS_F343N,WFC3_UVIS_F350LP,WFC3_UVIS_F373N,WFC3_UVIS_F390M,WFC3_UVIS_F390W,WFC3_UVIS_F395N,WFC3_UVIS_F410M,WFC3_UVIS_F438W,WFC3_UVIS_F467M,WFC3_UVIS_F469N,WFC3_UVIS_F475W,WFC3_UVIS_F475X,WFC3_UVIS_F487N,WFC3_UVIS_F502N,WFC3_UVIS_F547M,WFC3_UVIS_F555W,WFC3_UVIS_F600LP,WFC3_UVIS_F606W,WFC3_UVIS_F621M,WFC3_UVIS_F625W,WFC3_UVIS_F631N,WFC3_UVIS_F645N,WFC3_UVIS_F656N,WFC3_UVIS_F657N,WFC3_UVIS_F658N,WFC3_UVIS_F665N,WFC3_UVIS_F673N,WFC3_UVIS_F680N,WFC3_UVIS_F689M,WFC3_UVIS_F763M,WFC3_UVIS_F775W,WFC3_UVIS_F814W,WFC3_UVIS_F845M,WFC3_UVIS_F850LP,WFC3_UVIS_F953N,WFC3_IR_F098M,WFC3_IR_F105W,WFC3_IR_F110W,WFC3_IR_F125W,WFC3_IR_F126N,WFC3_IR_F127M,WFC3_IR_F128N,WFC3_IR_F130N,WFC3_IR_F132N,WFC3_IR_F139M,WFC3_IR_F140W,WFC3_IR_F153M,WFC3_IR_F160W,WFC3_IR_F164N,WFC3_IR_F167N,phase
10,10,261,11750000000.000082,0.13753116868479742,0.13752898397744395,3.5726356543468287,5.230725398253684,-2.4152195737912483,-1.75,-1.724107,11.584762,19.247105,18.905613,17.684566,15.680229,16.018497,14.698459,14.611614,11.391899,14.765392,14.643126,14.143802,14.731948,14.171465,13.455208,12.721394,12.658702,12.708678,12.377538,12.153523,12.669904,11.857785,11.987893,10.446273,11.419021,11.112282,11.101066,11.050755,10.962228,10.433156,10.722351,10.717319,10.767777,10.735974,10.696015,10.661444,10.290761,10.286858,10.1598,9.978499,9.825322,9.663567,9.686726,9.534163,9.348709,9.128975,9.09527,9.04726,8.969849,9.017338,8.994441,8.881901,8.876459,8.625666,8.626074,8.431118,8.465408,0.0
11,11,262,11750000000.000082,0.14075126893166484,0.1407489388508994,3.575389258367635,5.220599662261657,-2.382739078343677,-1.75,-1.723872,11.491106,19.109436,18.750967,17.47716,15.550852,15.862959,14.548551,14.459831,11.298641,14.592905,14.491725,13.99795,14.578554,14.024204,13.328941,12.607944,12.547928,12.594212,12.269482,12.044269,12.548199,11.754559,11.882954,10.35857,11.319907,11.014944,11.004309,10.95237,10.867471,10.342758,10.631499,10.625864,10.677382,10.643317,10.600758,10.569091,10.205001,10.200996,10.07564,9.895917,9.744776,9.584283,9.607718,9.456857,9.273177,9.0552,9.021922,8.974161,8.896814,8.944702,8.921929,8.809507,8.804531,8.55559,8.556266,8.363769,8.398337,0.0
12,12,263,11750000000.000082,0.1439198874938278,0.14391740523341295,3.5781000831604324,5.210577812391046,-2.3507149041011264,-1.75,-1.723582,11.398709,18.973621,18.594707,17.277191,15.422843,15.711131,14.402514,14.312403,11.206634,14.427282,14.344481,13.855629,14.429042,13.880301,13.204771,12.495964,12.438494,12.481432,12.163097,11.936485,12.42861,11.652824,11.779664,10.272125,11.222468,10.919369,10.90925,10.856076,10.774123,10.253484,10.541814,10.53564,10.588197,10.552245,10.50746,10.478279,10.120324,10.11625,9.992496,9.814182,9.665151,9.505958,9.529676,9.38043,9.198523,8.982296,8.94941,8.901885,8.824596,8.872877,8.850213,8.738057,8.733492,8.486401,8.487326,8.297124,8.331941,0.0
13,13,264,11750000000.000082,0.14786591721565556,0.14786325048243118,3.581009009614738,5.199122266067364,-2.3145379485850768,-1.75,-1.723428,11.294924,18.822838,18.418081,17.061646,15.280264,15.544922,14.24285,14.151733,11.103273,14.249248,14.183929,13.69982,14.265831,13.722571,13.067183,12.371038,12.31621,12.355851,12.044483,11.816142,12.296076,11.539104,11.664404,10.174757,11.113605,10.812643,10.803015,10.748927,10.669447,10.152862,10.44078,10.434102,10.487747,10.450223,10.403398,10.376483,10.024729,10.020604,9.898535,9.721617,9.574969,9.417236,9.441285,9.293676,9.113678,8.899338,8.866853,8.819569,8.742333,8.791036,8.768476,8.656746,8.652571,8.407479,8.408659,8.220816,8.255873,0.0
14,14,265,11750000000.000082,0.15414896205294568,0.15414607315550116,3.5834706347595975,5.186027139584134,-2.274514662964599,-1.75,-1.723181,11.183578,18.670259,18.241737,16.857189,15.135086,15.380749,14.084494,13.992601,10.992298,14.07594,14.024423,13.544391,14.103584,13.565435,12.927006,12.241732,12.189183,12.225835,11.92055,11.69078,12.160012,11.419348,11.543412,10.068954,10.998177,10.699183,10.689925,10.635351,10.557449,10.044263,10.331818,10.324748,10.379313,10.340699,10.292312,10.267104,9.920376,9.916219,9.795544,9.619711,9.475157,9.318697,9.343034,9.196745,9.018354,8.805606,8.773439,8.726349,8.649154,8.698211,8.675713,8.564466,8.560579,8.31718,8.318561,8.132643,8.167845,0.0
15,15,266,11750000000.000082,0.1602256287016972,0.16022250956397058,3.5858317553367645,5.173248261274352,-2.2357895360778097,-1.75,-1.722997,11.075872,18.522299,18.069511,16.662779,14.994958,15.223296,13.932739,13.840442,10.884952,13.912565,13.872211,13.395746,13.948605,13.414988,12.792074,12.116768,12.066318,12.100398,11.800915,11.569628,12.029063,11.303634,11.426582,9.966587,10.886741,10.589688,10.580764,10.525909,10.449229,9.93909,10.226295,10.218891,10.274316,10.234913,10.185274,10.161461,9.819308,9.81514,9.695786,9.520968,9.378458,9.22322,9.247861,9.102798,8.925941,8.714715,8.682841,8.635929,8.558768,8.60816,8.585718,8.474987,8.471349,8.229549,8.231122,8.047084,8.082432,0.0
16,16,267,11750000000.000082,0.16798508268619308,0.16798168771824795,3.5880317329575293,5.158723953948142,-2.1927819886742363,-1.75,-1.722856,10.958199,18.365646,17.889744,16.465366,14.846642,15.059217,13.774107,13.68151,10.767623,13.74297,13.713181,13.240099,13.786816,13.257623,12.649036,11.983008,11.934507,11.966123,11.672108,11.439436,11.889557,11.178492,11.300437,9.853982,10.76572,10.470574,10.461942,10.40697,10.33118,9.823854,10.110705,10.103011,10.15923,10.119239,10.068566,10.045909,9.707873,9.703703,9.585562,9.411666,9.271077,9.116966,9.141907,8.997963,8.822515,8.612692,8.58108,8.534327,8.457194,8.506892,8.484486,8.374288,8.370855,8.130513,8.132217,7.949915,7.985392,0.0
17,17,268,11750000000.000082,0.1764182143286554,0.17641450525580216,3.5902196590053688,5.143238000547549,-2.14747219101236,-1.75,-1.722741,10.834801,18.202274,17.703167,16.26429,14.692829,14.890041,13.610407,13.517702,10.644575,13.569567,13.549604,13.079777,13.620488,13.095538,12.500744,11.843626,11.797021,11.826319,11.537713,11.30362,11.744677,11.047694,11.168678,9.735678,10.639114,10.345915,10.337564,10.282572,10.20752,9.702888,9.989362,9.981401,10.038394,9.997967,9.946435,9.924782,9.590674,9.586514,9.46957,9.296599,9.157915,9.004886,9.030153,8.887315,8.71325,8.504806,8.473445,8.426843,8.349736,8.39973,8.377354,8.267706,8.264457,8.025482,8.027352,7.846717,7.882316,0.0
18,18,269,11750000000.000082,0.18453705446863528,0.1845330191746261,3.592307443000898,5.128169717041011,-2.103765979324014,-1.75,-1.722597,10.715846,18.043995,17.522898,16.072824,14.545111,14.727833,13.453448,13.360839,10.525969,13.404697,13.39344,12.926584,13.461774,12.940637,12.358485,11.709469,11.664618,11.691888,11.408383,11.172878,11.605581,10.921726,11.041832,9.621633,10.517209,10.225892,10.217811,10.162859,10.088434,9.586258,9.872348,9.864154,9.921864,9.881153,9.828958,9.808135,9.477627,9.473488,9.357679,9.185621,9.048731,8.896666,8.922282,8.780514,8.607744,8.400598,8.369469,8.323006,8.245924,8.296189,8.273842,8.16472,8.161627,7.923896,7.925967,7.74684,7.78255,0.0
19,19,270,11750000000.000082,0.19241781428586333,0.19241343950744,3.5943042991669807,5.113437049374462,-2.0613943485379598,-1.75,-1.722575,10.600642,17.889761,17.348045,15.88932,14.402593,14.571436,13.302115,13.209758,10.411099,13.246855,13.243502,12.779427,13.309476,12.791806,12.221361,11.579773,11.536549,11.56202,11.283329,11.046448,11.471369,10.799845,10.919136,9.511177,10.399266,10.109777,10.101954,10.047083,9.973217,9.47331,9.759001,9.750598,9.808973,9.768091,9.71539,9.695262,9.368079,9.36397,9.249244,9.078096,8.942887,8.791656,8.817645,8.676932,8.505376,8.299452,8.268528,8.222205,8.145145,8.195657,8.173339,8.064706,8.061752,7.825193,7.827513,7.649694,7.685507,0.0
20,20,271,11750000000.000082,0.2013986372803301,0.20139392139612444,3.5957100264239443,5.099946781285496,-2.022971391957812,-1.75,-1.72255,10.498093,17.758369,17.202845,15.738458,14.280499,14.43931,13.173599,13.081347,10.308796,13.113321,13.115858,12.654018,13.180074,12.665285,12.103259,11.467025,11.424993,11.449006,11.17376,10.936018,11.355072,10.692556,10.811274,9.412067,10.294826,10.006688,9.999047,9.944271,9.870729,9.372394,9.657848,9.649319,9.708096,9.667176,9.614145,9.594485,9.269608,9.265519,9.151546,8.981051,8.846989,8.696306,8.72257,8.582618,8.41189,8.206803,8.176049,8.129797,8.052716,8.103456,8.081112,7.972822,7.969955,7.734232,7.736663,7.559724,7.595609,0.0
21,21,272,11750000000.000082,0.2099777818646532,0.2099727179168188,3.5970399087858,5.087048124672616,-1.9863227886698385,-1.75,-1.722543,10.400339,17.632595,17.064432,15.595412,14.1644,14.313612,13.051323,12.959241,10.211279,12.986783,12.994764,12.535031,13.057372,12.545235,11.99099,11.359657,11.318725,11.341429,11.069402,10.830841,11.244452,10.590338,10.708515,9.317575,10.195316,9.908468,9.901003,9.846325,9.773089,9.276361,9.561336,9.552774,9.611948,9.570906,9.517722,9.498411,9.175659,9.171607,9.058363,8.888497,8.755499,8.605306,8.631855,8.492653,8.322655,8.118371,8.087806,8.041632,7.964564,8.015433,7.993065,7.885095,7.882313,7.647332,7.649878,7.473627,7.509619,0.0
22,22,273,11750000000.000082,0.21880170797034024,0.21879629682343452,3.598055929845237,5.075232129939352,-1.952755844727167,-1.75,-1.722564,10.311763,17.521835,16.944496,15.472014,14.061641,14.203315,12.943661,12.851669,10.12289,12.875605,12.887967,12.430017,12.949291,12.439453,11.891255,11.263736,11.22367,11.245263,10.975727,10.736604,11.145829,10.498322,10.616088,9.231504,10.10542,9.819591,9.812261,9.757676,9.684639,9.189185,9.473889,9.465127,9.524721,9.483549,9.430182,9.411161,9.090064,9.085998,8.973295,8.803949,8.671758,8.521854,8.548669,8.410046,8.240633,8.036951,8.006495,7.960378,7.883319,7.934283,7.911926,7.804183,7.801433,7.566962,7.569516,7.393856,7.429898,0.0
23,23,274,11750000000.000082,0.22769723948221268,0.22769147307327736,3.5989192925244997,5.064067304387836,-1.9208965111788143,-1.75,-1.722606,10.228171,17.418888,16.834076,15.358738,13.965929,14.101055,12.843653,12.751724,10.039461,12.772532,12.788728,12.332387,12.848941,12.341198,11.798168,11.173903,11.134584,11.155185,10.887777,10.64821,11.053602,10.411791,10.52921,9.150083,10.020719,9.735756,9.728509,9.674045,9.601182,9.106831,9.391291,9.38236,9.442306,9.401114,9.347528,9.328773,9.009087,9.005029,8.892762,8.723848,8.592332,8.442621,8.469659,8.33152,8.162634,7.959438,7.929068,7.882995,7.805951,7.856993,7.83464,7.727054,7.724355,7.490228,7.4929,7.317732,7.353797,0.0
24,24,275,11750000000.000082,0.23652279317264968,0.236516651890708,3.5997754114550853,5.053102749591451,-1.8894020509992175,-1.75,-1.722667,10.145538,17.316734,16.724751,15.246826,13.871367,13.999929,12.744762,12.652937,9.956988,12.670854,12.690802,12.236047,12.749943,12.24423,11.706229,11.085102,11.046507,11.066165,10.800845,10.56083,10.962494,10.326249,10.443331,9.069649,9.936997,9.65287,9.645739,9.591362,9.518695,9.025421,9.309631,9.300558,9.360824,9.319631,9.26587,9.247403,8.929037,8.924994,8.813177,8.644705,8.51383,8.3643,8.391505,8.253929,8.085526,7.882805,7.852513,7.806485,7.729464,7.780581,7.758229,7.650786,7.648137,7.414375,7.417129,7.242441,7.278549,0.0
25,25,276,11750000000.000082,0.24464714984810204,0.24464065758080608,3.600543646862726,5.04358621377265,-1.8616287210056977,-1.75,-1.722719,10.072616,17.226006,16.627783,15.147752,13.787828,13.910437,12.657284,12.56559,9.884212,12.581122,12.604385,12.151034,12.6626,12.158647,11.625062,11.006663,10.968701,10.98756,10.72409,10.483665,10.882065,10.250727,10.36751,8.998716,9.863111,9.579741,9.572713,9.518417,9.445907,8.953591,9.237572,9.228427,9.288918,9.247737,9.193906,9.175623,8.858424,8.854395,8.742982,8.574923,8.44461,8.295205,8.322575,8.185546,8.017548,7.815248,7.78503,7.739042,7.662038,7.713223,7.690873,7.583544,7.580939,7.347488,7.350316,7.176056,7.212204,0.0
26,26,277,11750000000.000082,0.2520790394819381,0.2520722313710016,3.6012160024353888,5.035784470925114,-1.8381305045221497,-1.75,-1.722803,10.010824,17.148392,16.544842,15.063162,13.716834,13.834187,12.582811,12.491272,9.82255,12.504914,12.531023,12.07887,12.588459,12.085968,11.556159,10.940065,10.902639,10.920849,10.658974,10.418177,10.813807,10.186672,10.303199,8.938662,9.800485,9.517784,9.510845,9.45662,9.384254,8.892744,9.176521,9.167316,9.227998,9.186839,9.132977,9.11483,8.798643,8.794625,8.683567,8.515881,8.386047,8.236722,8.264269,8.127715,7.960068,7.758135,7.727982,7.682028,7.60504,7.656283,7.633934,7.526694,7.524128,7.290939,7.293834,7.119946,7.156132,0.0
27,27,278,11750000000.000082,0.2594601722622094,0.25945303534135394,3.601883711130753,5.02813920254834,-1.8149031057107887,-1.75,-1.722799,9.949742,17.0714,16.462782,14.97953,13.646668,13.758745,12.509131,12.417758,9.7616,12.429619,12.458559,12.007597,12.515235,12.014185,11.488079,10.874234,10.83733,10.854912,10.594606,10.353443,10.746361,10.123351,10.239628,8.879309,9.738585,9.456557,9.449717,9.395555,9.323334,8.832604,9.116175,9.106914,9.167777,9.126647,9.072773,9.054749,8.739557,8.735552,8.624845,8.457539,8.328172,8.178896,8.206643,8.070562,7.903257,7.701684,7.671598,7.625679,7.548705,7.600004,7.577648,7.470499,7.467967,7.235023,7.237987,7.064463,7.100687,0.0
28,28,279,11750000000.000082,0.26565832556974606,0.2656509319152614,3.60240939692687,5.02264517145951,-1.7974909617368762,-1.75,-1.722809,9.903843,17.012804,16.400251,14.91592,13.59367,13.701572,12.453361,12.362148,9.715802,12.37274,12.403868,11.953817,12.45997,11.95999,11.436741,10.824609,10.788104,10.805225,10.546143,10.304679,10.695524,10.075698,10.19178,8.834764,9.692049,9.410552,9.403803,9.349675,9.277574,8.787436,9.070842,9.061538,9.122541,9.081442,9.027572,9.009636,8.695219,8.691224,8.580793,8.413794,8.284789,8.135537,8.163446,8.027748,7.860711,7.659413,7.629388,7.583495,7.50653,7.557876,7.535512,7.42843,7.425924,7.193167,7.196187,7.022948,7.059205,0.0
29,29,280,11750000000.000082,0.2720748276079024,0.2720671593055445,3.602954205726852,5.0170877373610905,-1.7795931365689808,-1.75,-1.722831,9.856647,16.952282,16.335644,14.850388,13.539116,13.64268,12.395937,12.304905,9.668715,12.31422,12.347608,11.898502,12.40311,11.904231,11.383933,10.773558,10.737466,10.754111,10.496291,10.254522,10.643211,10.026687,10.14257,8.788977,9.644199,9.363261,9.356603,9.302518,9.230535,8.740998,9.024236,9.014889,9.076035,9.034974,8.981116,8.963264,8.649643,8.645659,8.535514,8.368828,8.240202,8.090983,8.11906,7.983749,7.816987,7.615973,7.58601,7.540144,7.463184,7.514581,7.49221,7.385195,7.382716,7.150146,7.153223,6.980275,7.016564,0.0
30,30,281,11750000000.000082,0.2783275077715728,0.27831956368848865,3.603485483576256,5.011721752156137,-1.762200301056995,-1.75,-1.722808,9.810781,16.893272,16.272661,14.786671,13.486066,13.585388,12.340086,12.249237,9.622952,12.257326,12.292921,11.844743,12.34783,11.850029,11.332607,10.723934,10.688244,10.70442,10.447835,10.20577,10.592344,9.979047,10.094736,8.744488,9.5977,9.317313,9.31074,9.256704,9.184831,8.695874,8.978946,8.969558,9.030843,8.989824,8.935987,8.918209,8.605357,8.601385,8.491518,8.325133,8.196881,8.047707,8.075939,7.940999,7.774503,7.573763,7.543862,7.498021,7.421066,7.472512,7.450132,7.343182,7.340727,7.108331,7.111464,6.938792,6.975113,0.0
31,31,282,11750000000.000082,0.28418537210529016,0.28417716392187786,3.603983366769109,5.006692641824138,-1.7459031330930288,-1.75,-1.722841,9.767807,16.837803,16.213451,14.72693,13.436338,13.531667,12.287731,12.197064,9.580078,12.204006,12.24168,11.794383,12.296027,11.799247,11.284525,10.677441,10.64213,10.657858,10.402431,10.160098,10.544662,9.93441,10.049919,8.702811,9.554139,9.274278,9.26778,9.213805,9.142019,8.653604,8.936518,8.927093,8.988505,8.947534,8.89372,8.876008,8.56387,8.559909,8.450301,8.284194,8.156296,8.007172,8.035547,7.900946,7.734697,7.534212,7.504369,7.458552,7.381601,7.433092,7.410703,7.303813,7.301379,7.069139,7.072325,6.899906,6.936256,0.0
32,32,283,11750000000.000082,0.29043548247000767,0.29042698475636003,3.604515182639404,5.001488424088257,-1.7286739466696006,-1.75,-1.72289,9.722357,16.778858,16.150501,14.663586,13.383673,13.474724,12.232264,12.141801,9.534733,12.147551,12.187442,11.741084,12.241186,11.745484,11.233641,10.628237,10.593328,10.608579,10.354388,10.111771,10.494183,9.887185,10.002502,8.658749,9.508065,9.22878,9.222352,9.168451,9.096751,8.608905,8.89165,8.882186,8.943736,8.902818,8.849036,8.831389,8.520008,8.516059,8.406728,8.240913,8.113396,7.964337,7.992861,7.858614,7.692626,7.492412,7.46263,7.416838,7.339891,7.39143,7.36903,7.262203,7.259791,7.027711,7.030954,6.858799,6.89518,0.0
33,33,284,11750000000.000082,0.29601523103098354,0.2960064663337545,3.6050570875090897,4.997037557543996,-1.7133818642982863,-1.75,-1.722929,9.681743,16.724566,16.092144,14.605096,13.335958,13.422599,12.181625,12.091455,9.494226,12.096274,12.138319,11.692795,12.191495,11.696644,11.187645,10.583817,10.549299,10.564135,10.311178,10.068241,10.448567,9.844781,9.959906,8.619527,9.466823,9.188114,9.181754,9.12792,9.056346,8.569016,8.851601,8.842101,8.903785,8.86293,8.809195,8.791605,8.480984,8.477048,8.368,8.202481,8.075352,7.926381,7.955048,7.821144,7.655417,7.455475,7.425756,7.379988,7.303045,7.35463,7.332219,7.225451,7.223053,6.991106,6.994409,6.822499,6.858911,0.0
