,index,EEP,isochrone_age_yr,initial_mass,star_mass,log_Teff,log_g,log_L,[Fe/H]_init,[Fe/H],WFC3_UVIS_F200LP,WFC3_UVIS_F218W,WFC3_UVIS_F225W,WFC3_UVIS_F275W,WFC3_UVIS_F280N,WFC3_UVIS_F300X,WFC3_UVIS_F336W,WFC3_UVIS_F343N,WFC3_UVIS_F350LP,WFC3_UVIS_F373N,WFC3_UVIS_F390M,WFC3_UVIS_F390W,WFC3_UVIS_F395N,WFC3_UVIS_F410M,WFC3_UVIS_F438W,WFC3_UVIS_F467M,WFC3_UVIS_F469N,WFC3_UVIS_F475W,WFC3_UVIS_F475X,WFC3_UVIS_F487N,WFC3_UVIS_F502N,WFC3_UVIS_F547M,WFC3_UVIS_F555W,WFC3_UVIS_F600LP,WFC3_UVIS_F606W,WFC3_UVIS_F621M,WFC3_UVIS_F625W,WFC3_UVIS_F631N,WFC3_UVIS_F645N,WFC3_UVIS_F656N,WFC3_UVIS_F657N,WFC3_UVIS_F658N,WFC3_UVIS_F665N,WFC3_UVIS_F673N,WFC3_UVIS_F680N,WFC3_UVIS_F689M,WFC3_UVIS_F763M,WFC3_UVIS_F775W,WFC3_UVIS_F814W,WFC3_UVIS_F845M,WFC3_UVIS_F850LP,WFC3_UVIS_F953N,WFC3_IR_F098M,WFC3_IR_F105W,WFC3_IR_F110W,WFC3_IR_F125W,WFC3_IR_F126N,WFC3_IR_F127M,WFC3_IR_F128N,WFC3_IR_F130N,WFC3_IR_F132N,WFC3_IR_F139M,WFC3_IR_F140W,WFC3_IR_F153M,WFC3_IR_F160W,WFC3_IR_F164N,WFC3_IR_F167N,phase
11,11,259,11750000000.000082,0.15599542678336045,0.15599309784154458,3.541798144914696,5.148811930441561,-2.3990059265048047,-0.5,-0.468368,11.786365,19.660273,19.503376,19.222435,16.130066,16.829615,15.459949,15.268602,11.58939,15.51634,15.234314,14.647977,15.272532,14.568616,13.899019,13.239895,13.148806,13.176366,12.7976,12.680383,13.338458,12.223559,12.399288,10.572161,11.792268,11.468154,11.455988,11.488149,11.222664,10.603502,10.895055,10.896403,11.023489,11.210672,11.109043,11.011234,10.338107,10.365102,10.192981,9.952581,9.772389,9.582037,9.615918,9.44059,9.235657,8.995173,8.950534,8.899346,8.822586,8.861883,8.843435,8.757313,8.742779,8.493499,8.485254,8.252064,8.282317,0.0
12,12,260,11750000000.000082,0.16227752659223657,0.1622750187621662,3.5444995979140925,5.13757824588383,-2.3600246515818686,-0.5,-0.468184,11.668242,19.520531,19.382347,19.039923,15.995649,16.666479,15.294533,15.101446,11.471583,15.325567,15.069678,14.489248,15.111345,14.413821,13.752592,13.095438,13.006842,13.033578,12.65826,12.53451,13.181533,12.088964,12.261451,10.460387,11.658092,11.334447,11.3231,11.347035,11.097205,10.486062,10.777319,10.778008,10.899101,11.06933,10.973452,10.88066,10.230406,10.256215,10.087879,9.851963,9.674541,9.486197,9.519361,9.346308,9.14318,8.904549,8.860672,8.809875,8.733277,8.773031,8.754497,8.666376,8.652865,8.404622,8.396725,8.166941,8.197632,0.0
13,13,261,11750000000.000082,0.1695170367144714,0.16951433193816268,3.546960190589368,5.126166689033445,-2.320681045712658,-0.5,-0.468036,11.551285,19.383617,19.26231,18.865364,15.863575,16.508984,15.134994,14.940463,11.354913,15.144403,14.910995,14.335575,14.955801,14.263556,13.61006,12.954972,12.868622,12.89456,12.522564,12.392895,13.030104,11.957594,12.127172,10.349148,11.527118,11.204017,11.193332,11.210053,10.97393,10.369991,10.660974,10.661095,10.777159,10.932502,10.841061,10.753015,10.1233,10.147678,9.982503,9.750672,9.575711,9.389251,9.421787,9.250734,9.049263,8.812325,8.769137,8.718683,8.642226,8.682399,8.663785,8.57397,8.561349,8.313858,8.306499,8.079844,8.110913,0.0
14,14,262,11750000000.000082,0.17668859628518285,0.17668568333701068,3.549378168900695,5.11465475506732,-2.281577320710828,-0.5,-0.467888,11.435659,19.248402,19.143379,18.696278,15.733038,16.354517,14.978657,14.782893,11.239566,14.968715,14.755797,14.184801,14.803702,14.115904,13.46993,12.817066,12.732852,12.757766,12.389421,12.254024,12.882125,11.828663,11.995445,10.239036,11.398552,11.076107,11.065967,11.076004,10.852716,10.25562,10.546332,10.545945,10.657487,10.798824,10.710934,10.627673,10.017305,10.040286,9.878267,9.650111,9.47743,9.292912,9.324886,9.15568,8.955831,8.72055,8.67803,8.627895,8.551567,8.592149,8.573462,8.48211,8.470301,8.223557,8.216793,7.9931,8.024526,0.0
15,15,263,11750000000.000082,0.18380699396171848,0.18380385897496565,3.551752560929657,5.103027679193587,-2.2426656461967323,-0.5,-0.467754,11.321308,19.114918,19.025497,18.530594,15.604055,16.203079,14.825496,14.62871,11.125483,14.798464,14.604053,14.036917,14.654961,13.970868,13.332131,12.681579,12.599384,12.623247,12.258698,12.117756,12.737484,11.702009,11.866125,10.12999,11.272272,10.950577,10.940879,10.944773,10.733423,10.142795,10.433244,10.432406,10.539891,10.668128,10.583038,10.504521,9.912319,9.93376,9.774953,9.550189,9.379656,9.197074,9.228554,9.061066,8.862799,8.629128,8.587255,8.537416,8.461206,8.502182,8.483432,8.390687,8.37961,8.133653,8.127402,7.906541,7.938323,0.0
16,16,264,11750000000.000082,0.19102186375141944,0.1910184872279426,3.5541324152897182,5.091044020723675,-2.203134491704553,-0.5,-0.467628,11.205879,18.980495,18.906261,18.365322,15.474047,16.051605,14.6724,14.474785,11.010323,14.630184,14.45268,13.888936,14.506504,13.825529,13.193837,12.545581,12.465374,12.488393,12.127654,11.981242,12.593181,11.574963,11.736502,10.019762,11.145652,10.824801,10.815465,10.813643,10.613558,10.029015,10.31916,10.317889,10.421864,10.53766,10.454793,10.381006,9.806169,9.82614,9.670365,9.448869,9.280414,9.099749,9.130798,8.964961,8.768256,8.536179,8.49494,8.445379,8.369281,8.410644,8.391832,8.2978,8.287395,8.042209,8.03645,7.81834,7.850471,0.0
17,17,265,11750000000.000082,0.1987749946458857,0.1987713811079308,3.5559250583259594,5.0795489126561355,-2.1671124883136974,-0.5,-0.467542,11.103426,18.863529,18.800842,18.226032,15.360741,15.922159,14.541771,14.343592,10.908071,14.488472,14.323267,13.761917,14.379292,13.700442,13.074241,12.427921,12.349194,12.371559,12.013665,11.863323,12.469368,11.464135,11.62375,9.921242,11.035176,10.715036,10.705933,10.69994,10.508092,9.928143,10.218078,10.21652,10.318063,10.424724,10.343014,10.272948,9.710814,9.729721,9.576133,9.357018,9.190093,9.010856,9.041591,8.876968,8.681436,8.45055,8.409779,8.360419,8.284399,8.326053,8.307182,8.212276,8.202338,7.957723,7.952332,7.736242,7.768611,0.0
18,18,266,11750000000.000082,0.20678588909134452,0.20678203095696288,3.5574607009114008,5.06822993415507,-2.1325411013837963,-0.5,-0.467476,11.006603,18.754168,18.701349,18.098417,15.254576,15.802514,14.420929,14.222467,10.81142,14.358725,14.203592,13.644146,14.261467,13.584268,12.963043,12.318285,12.240817,12.262581,11.907195,11.753489,12.354572,11.360265,11.518319,9.82777,10.931708,10.612222,10.603291,10.593868,10.408829,9.832824,10.122571,10.120778,10.220366,10.319436,10.238425,10.17159,9.620026,9.638062,9.486273,9.269138,9.103507,8.925459,8.955942,8.792342,8.597803,8.367928,8.327548,8.278354,8.202396,8.244298,8.225367,8.129768,8.120202,7.876054,7.870975,7.65656,7.689119,0.0
19,19,267,11750000000.000082,0.21515850440567583,0.21515438522067087,3.5588602226592454,5.056781295108143,-2.0981466490610687,-0.5,-0.467437,10.911366,18.647467,18.60359,17.975901,15.15033,15.686814,14.304321,14.105618,10.71634,14.234221,14.08783,13.529979,14.147338,13.471504,12.854846,12.211538,12.135208,12.156418,11.803361,11.646587,12.24326,11.258784,11.41541,9.735565,10.830597,10.51174,10.502945,10.490538,10.311435,9.739044,10.028616,10.02662,10.124518,10.216891,10.136318,10.072428,9.53023,9.547509,9.397296,9.181919,9.017457,8.840456,8.870726,8.708047,8.5144,8.285432,8.245402,8.196352,8.120449,8.162573,8.14358,8.047391,8.038139,7.794392,7.78959,7.576648,7.609368,0.0
20,20,268,11750000000.000082,0.2236494718595196,0.22364509758473144,3.5598665085026724,5.046074341247057,-2.0669575469051127,-0.5,-0.467429,10.826769,18.554329,18.517179,17.871883,15.059042,15.587317,14.204296,14.005377,10.631857,14.127987,13.988024,13.431325,14.048735,13.373882,12.760734,12.118654,12.04319,12.063852,11.712555,11.553589,12.146872,11.169731,11.32529,9.653181,10.741801,10.423429,10.414726,10.400156,10.225317,9.655665,9.945094,9.942941,10.039711,10.127255,10.046751,9.985114,9.449596,9.46635,9.317245,9.103102,8.939481,8.763216,8.79332,8.631303,8.438295,8.209977,8.170196,8.121246,8.045379,8.087665,8.068612,7.972043,7.963001,7.719533,7.714931,7.503018,7.535835,0.0
21,21,269,11750000000.000082,0.23211118160316987,0.23210653700636047,3.560866827599006,5.035412176687364,-2.0358938096282406,-0.5,-0.467426,10.74271,18.461895,18.43128,17.769196,14.968411,15.48879,14.105148,13.905561,10.547911,14.023271,13.889284,13.333618,13.951128,13.277153,12.667322,12.02648,11.951842,11.972031,11.622475,11.461318,12.051416,11.081351,11.235862,9.571292,10.653689,10.33581,10.327188,10.310593,10.139813,9.572796,9.862086,9.85979,9.955468,10.038401,9.957932,9.898465,9.3694,9.385656,9.237616,9.024672,8.861882,8.686319,8.716278,8.554912,8.362527,8.134844,8.095304,8.046452,7.970618,8.013061,7.993948,7.897011,7.888166,7.644951,7.640542,7.429612,7.462523,0.0
22,22,270,11750000000.000082,0.2405688871676712,0.2405639554560788,3.561864297523827,5.024778546236751,-2.004877765742295,-0.5,-0.467448,10.658969,18.369923,18.345661,17.667528,14.878199,15.390909,14.006601,13.80652,10.46428,13.919764,13.791338,13.236591,13.854248,13.181057,12.574078,11.934757,11.860914,11.880702,11.532874,11.369518,11.956621,10.9934,11.146879,9.489682,10.56602,10.248642,10.240089,10.221597,10.054694,9.490212,9.779369,9.776943,9.871559,9.950074,9.869623,9.812243,9.289432,9.305219,9.1582,8.946428,8.784468,8.609573,8.639405,8.478683,8.286905,8.059843,8.020541,7.97178,7.895979,7.938573,7.919402,7.822106,7.813445,7.570455,7.566236,7.356246,7.389247,0.0
23,23,271,11750000000.000082,0.2478406666744045,0.24783549496801704,3.562629961035947,5.016622791280252,-1.9806665903237008,-0.5,-0.46745,10.593802,18.298615,18.279026,17.589029,14.808119,15.315094,13.930299,13.729883,10.399199,13.839931,13.71554,13.161444,13.779238,13.106594,12.501645,11.863539,11.790283,11.809813,11.463303,11.298254,11.883177,10.925064,11.077764,9.426132,10.497914,10.180927,10.172421,10.152554,9.988508,9.425913,9.714971,9.712455,9.806272,9.881519,9.801072,9.745242,9.227108,9.242552,9.096294,8.885406,8.724079,8.549679,8.579425,8.419193,8.227872,8.001278,7.962155,7.913463,7.837686,7.880392,7.861176,7.763611,7.755081,7.512246,7.508169,7.298872,7.331943,0.0
24,24,272,11750000000.000082,0.25467449270671755,0.2546690893559584,3.5633305520708407,5.009154672694284,-1.9584029529758569,-0.5,-0.467463,10.533985,18.233265,18.217838,17.517317,14.743843,15.245687,13.860451,13.659765,10.339458,13.767086,13.646177,13.092649,13.710582,13.038404,12.435257,11.798231,11.725497,11.744829,11.399519,11.232914,11.815926,10.86239,11.014382,9.367781,10.435459,10.118834,10.110365,10.0893,9.927754,9.366872,9.655842,9.653249,9.746346,9.818691,9.738244,9.683793,9.169855,9.184998,9.039419,8.829329,8.66858,8.494617,8.524294,8.364508,8.173596,7.947425,7.908465,7.859833,7.784077,7.826883,7.807628,7.709818,7.701403,7.458694,7.454748,7.246064,7.279196,0.0
25,25,273,11750000000.000082,0.26128013810087897,0.26127450978371486,3.563972171419568,5.002410429608398,-1.9379357532214885,-0.5,-0.467475,10.479085,18.173349,18.161665,17.451778,14.684902,15.182148,13.796515,13.595613,10.284626,13.700625,13.582735,13.02968,13.647754,12.975969,12.374407,11.738346,11.666077,11.685264,11.341044,11.173012,11.754355,10.804896,10.956264,9.314209,10.378191,10.0619,10.053461,10.031353,9.87201,9.312662,9.601553,9.598897,9.691341,9.76111,9.680669,9.62744,9.117268,9.132144,8.987175,8.777803,8.617585,8.444012,8.473633,8.314251,8.12371,7.897919,7.859106,7.810527,7.73479,7.777685,7.758394,7.660362,7.652048,7.409443,7.405613,7.197472,7.230659,0.0
26,26,274,11750000000.000082,0.26706158957726533,0.2670557720637785,3.564483808079806,4.997036202318259,-1.9213594616888432,-0.5,-0.467475,10.434922,18.125412,18.116486,17.400074,14.637804,15.131706,13.745807,13.545097,10.240515,13.648372,13.532532,12.979659,13.597886,12.926328,12.325766,11.690295,11.61835,11.63759,11.294138,11.125004,11.705315,10.758713,10.909659,9.271051,10.332249,10.016228,10.007799,9.984995,9.827214,9.268954,9.557794,9.555105,9.647031,9.714949,9.634558,9.582182,9.074831,9.089521,8.945002,8.736185,8.576373,8.403093,8.432692,8.273615,8.08334,7.857831,7.819135,7.770593,7.694869,7.737826,7.718509,7.620271,7.612025,7.369439,7.365698,7.157932,7.191163,0.0
27,27,275,11750000000.000082,0.2728267374058165,0.27282072537264657,3.5649943541052758,4.991739414410675,-1.9048907849990064,-0.5,-0.46749,10.3912,18.078121,18.071758,17.349501,14.591431,15.082189,13.696091,13.495607,10.196846,13.597422,13.483356,12.930551,13.548946,12.877563,12.277796,11.642768,11.571091,11.590534,11.247805,11.077566,11.657063,10.713043,10.863607,9.22831,10.286847,9.971097,9.962667,9.939268,9.782907,9.225628,9.514423,9.511717,9.60312,9.669339,9.589045,9.537424,9.032763,9.047284,8.903191,8.694914,8.535497,8.362502,8.392092,8.233304,8.043272,7.818026,7.779446,7.730937,7.655226,7.698237,7.678896,7.580428,7.572241,7.329623,7.325969,7.118531,7.151806,0.0
28,28,276,11750000000.000082,0.2785597289260131,0.2785535197112098,3.5655022665185,4.986534088248259,-1.8885750133324304,-0.5,-0.467512,10.347845,18.031261,18.027412,17.299351,14.54547,15.03312,13.646818,13.446569,10.153542,13.546957,13.434641,12.881896,13.50045,12.829248,12.230258,11.595661,11.524249,11.543903,11.201893,11.030557,11.609251,10.667788,10.817973,9.185962,10.241864,9.926384,9.917953,9.893973,9.739008,9.182694,9.471447,9.468723,9.559609,9.624154,9.543964,9.493084,8.991086,9.005438,8.861768,8.654027,8.495004,8.322291,8.351874,8.193372,8.003579,7.778593,7.740128,7.691652,7.615952,7.659017,7.639651,7.540954,7.532824,7.29017,7.2866,7.079483,7.112801,0.0
29,29,277,11750000000.000082,0.28417600475189936,0.28416959705929346,3.565999807425777,4.981465713244416,-1.8726225018610276,-0.5,-0.467541,10.305458,17.985447,17.984032,17.250296,14.500526,14.985151,13.598644,13.398634,10.111203,13.497643,13.387027,12.834338,13.453033,12.782022,12.183779,11.549597,11.478442,11.498309,11.157002,10.984594,11.562506,10.623538,10.773356,9.144524,10.197888,9.882674,9.874242,9.849705,9.696092,9.140714,9.429424,9.426686,9.517067,9.579987,9.499906,9.449739,8.95034,8.964525,8.821271,8.614057,8.455419,8.282981,8.312557,8.154333,7.964773,7.740039,7.701686,7.653241,7.577554,7.620668,7.60128,7.502356,7.49428,7.251583,7.248097,7.041286,7.074647,0.0
30,30,278,11750000000.000082,0.2895257739291663,0.28951917370015834,3.5664734273913004,4.976646754712202,-1.8574371198494652,-0.5,-0.467572,10.265114,17.941845,17.942724,17.203598,14.457747,14.939497,13.552799,13.353026,10.070906,13.450731,13.341726,12.789088,13.407906,12.737085,12.139544,11.505751,11.434839,11.454914,11.114279,10.940851,11.51802,10.581422,10.730892,9.105084,10.156038,9.841079,9.832645,9.807586,9.655249,9.100753,9.389423,9.386673,9.476574,9.537959,9.457988,9.408493,8.911557,8.925585,8.782724,8.576012,8.417741,8.245564,8.275134,8.117174,7.927832,7.703336,7.66509,7.616674,7.540998,7.584159,7.564748,7.465608,7.457583,7.214839,7.211432,7.004907,7.038305,0.0
31,31,279,11750000000.000082,0.29509668653497007,0.29508988221457755,3.566968930277282,4.971819215455124,-1.8418656729945193,-0.5,-0.46762,10.223695,17.897038,17.900265,17.155474,14.413746,14.892519,13.505625,13.306132,10.029536,13.402501,13.295141,12.742573,13.361505,12.690893,12.09407,11.460668,11.390009,11.410307,11.070377,10.895885,11.472286,10.538151,10.68726,9.064612,10.113051,9.798357,9.789924,9.764328,9.613311,9.059723,9.348353,9.345591,9.434988,9.494783,9.414946,9.366137,8.871768,8.885629,8.743183,8.536996,8.379109,8.207204,8.23677,8.079085,7.88997,7.665722,7.627586,7.579201,7.503535,7.546747,7.527312,7.427943,7.419972,7.177176,7.173852,6.967621,7.00106,0.0
32,32,280,11750000000.000082,0.29993353929339484,0.29992655796737705,3.5674062285800825,4.967890208581387,-1.828949979602968,-0.5,-0.467645,10.189202,17.85957,17.864822,17.114973,14.376914,14.853106,13.466043,13.266793,9.995087,13.362061,13.256005,12.703622,13.322639,12.652223,12.056016,11.422942,11.352502,11.372952,11.0337,10.85827,11.434008,10.502024,10.650818,9.030954,10.077182,9.762719,9.754287,9.728228,9.578364,9.025557,9.314154,9.311382,9.400331,9.458738,9.379042,9.330819,8.83871,8.852422,8.710344,8.504623,8.347077,8.17541,8.204974,8.047534,7.858617,7.634589,7.59655,7.548192,7.472536,7.51579,7.496337,7.396765,7.388841,7.145999,7.142749,6.936778,6.970255,0.0
33,33,281,11750000000.000082,0.3046637453709364,0.30465659038142007,3.567834355495931,4.964087508036322,-1.816366149703477,-0.5,-0.467677,10.155588,17.823051,17.830254,17.075451,14.341006,14.814669,13.427444,13.228338,9.961515,13.322641,13.217859,12.665655,13.284746,12.61453,12.018919,11.386159,11.315932,11.336535,10.997948,10.8216,11.39669,10.466809,10.615296,8.998159,10.042223,9.727989,9.719557,9.69305,9.544308,8.992258,9.280822,9.278032,9.366554,9.423611,9.344061,9.296405,8.806499,8.820065,8.678349,8.473085,8.315873,8.14444,8.174002,8.016799,7.828075,7.60426,7.566316,7.517983,7.442337,7.485632,7.466161,7.366389,7.358511,7.115621,7.112442,6.90672,6.940234,0.0
