,index,EEP,isochrone_age_yr,initial_mass,star_mass,log_Teff,log_g,log_L,[Fe/H]_init,[Fe/H],WFC3_UVIS_F200LP,WFC3_UVIS_F218W,WFC3_UVIS_F225W,WFC3_UVIS_F275W,WFC3_UVIS_F280N,WFC3_UVIS_F300X,WFC3_UVIS_F336W,WFC3_UVIS_F343N,WFC3_UVIS_F350LP,WFC3_UVIS_F373N,WFC3_UVIS_F390M,WFC3_UVIS_F390W,WFC3_UVIS_F395N,WFC3_UVIS_F410M,WFC3_UVIS_F438W,WFC3_UVIS_F467M,WFC3_UVIS_F469N,WFC3_UVIS_F475W,WFC3_UVIS_F475X,WFC3_UVIS_F487N,WFC3_UVIS_F502N,WFC3_UVIS_F547M,WFC3_UVIS_F555W,WFC3_UVIS_F600LP,WFC3_UVIS_F606W,WFC3_UVIS_F621M,WFC3_UVIS_F625W,WFC3_UVIS_F631N,WFC3_UVIS_F645N,WFC3_UVIS_F656N,WFC3_UVIS_F657N,WFC3_UVIS_F658N,WFC3_UVIS_F665N,WFC3_UVIS_F673N,WFC3_UVIS_F680N,WFC3_UVIS_F689M,WFC3_UVIS_F763M,WFC3_UVIS_F775W,WFC3_UVIS_F814W,WFC3_UVIS_F845M,WFC3_UVIS_F850LP,WFC3_UVIS_F953N,WFC3_IR_F098M,WFC3_IR_F105W,WFC3_IR_F110W,WFC3_IR_F125W,WFC3_IR_F126N,WFC3_IR_F127M,WFC3_IR_F128N,WFC3_IR_F130N,WFC3_IR_F132N,WFC3_IR_F139M,WFC3_IR_F140W,WFC3_IR_F153M,WFC3_IR_F160W,WFC3_IR_F164N,WFC3_IR_F167N,phase
10,10,258,11750000000.000082,0.13488690959598387,0.13488503112975936,3.5518481817929186,5.222035602437698,-2.498991449803624,-1.0,-0.973159,11.930693,19.812075,19.645298,19.119881,16.264133,16.847977,15.471579,15.320951,11.73488,15.582941,15.333611,14.786327,15.404092,14.771885,14.014989,13.269754,13.182489,13.237072,12.852919,12.679729,13.302909,12.291138,12.448175,10.743753,11.841727,11.517836,11.506462,11.499544,11.322455,10.743301,11.035261,11.035457,11.094936,11.145924,11.12914,11.044078,10.552126,10.557217,10.410874,10.20915,10.039695,9.862466,9.890407,9.723342,9.523697,9.289629,9.249653,9.199666,9.122878,9.164857,9.1448,9.041602,9.031115,8.775298,8.770561,8.550743,8.583214,0.0
11,11,259,11750000000.000082,0.13814355240969445,0.1381415556155377,3.5541723739082087,5.212111508068322,-2.4683014845567914,-1.0,-0.972977,11.840466,19.699739,19.544754,18.955376,16.154964,16.713331,15.336479,15.183506,11.644908,15.425913,15.198755,14.655675,15.271002,14.642839,13.898932,13.161217,13.076175,13.128891,12.748924,12.572406,13.186644,12.191326,12.34594,10.658147,11.742862,11.419609,11.408771,11.395947,11.229848,10.656195,10.947815,10.947316,11.006165,11.048258,11.028987,10.949759,10.469716,10.474141,10.329941,10.130175,9.962594,9.786817,9.814566,9.649064,9.451111,9.218611,9.17908,9.129377,9.052688,9.095049,9.075073,8.971293,8.961423,8.707081,8.702702,8.485491,8.518303,0.0
12,12,260,11750000000.000082,0.14179572429830345,0.14179358581123447,3.556779128002634,5.200909376544914,-2.433810289546459,-1.0,-0.972758,11.739597,19.574715,19.431141,18.77198,16.033592,16.565336,15.188867,15.032953,11.54432,15.257064,15.053127,14.512645,15.126583,14.501167,13.770658,13.040296,12.957674,13.008542,12.63367,12.452948,13.058701,12.080489,12.232606,10.562231,11.633163,11.31082,11.300394,11.281917,11.126647,10.558328,10.849617,10.848496,10.906678,10.940034,10.918023,10.844784,10.377245,10.380952,10.239021,10.041344,9.875811,9.701847,9.729332,9.565531,9.369416,9.138637,9.099627,9.05022,8.973633,9.016401,8.996534,8.892058,8.882853,8.630051,8.626075,8.411768,8.444996,0.0
13,13,261,11750000000.000082,0.1453386832239275,0.14533639872665308,3.559308008729176,5.190001088180209,-2.4003090644079506,-1.0,-0.972536,11.642034,19.454952,19.319941,18.595448,15.91625,16.423693,15.047939,14.89089,11.447025,15.097752,14.914032,14.377975,14.989562,14.366306,13.64807,12.923399,12.842844,12.892425,12.522625,12.337881,12.936628,11.97385,12.123482,10.469315,11.527671,11.206472,11.196301,11.173202,11.027104,10.463262,10.754273,10.752683,10.810255,10.836218,10.811677,10.74369,10.287519,10.290562,10.150726,9.95499,9.791412,9.619298,9.646557,9.484336,9.289952,9.060812,9.022322,8.973184,8.896688,8.939834,8.920083,8.8149,8.806311,8.554883,8.55131,8.339789,8.373446,0.0
14,14,262,11750000000.000082,0.15043689012302192,0.15043443447499358,3.5617586300736694,5.178470602379649,-2.3640093841577388,-1.0,-0.972336,11.538146,19.328703,19.201981,18.415886,15.792412,16.276787,14.901976,14.746061,11.343398,14.936526,14.771053,14.238132,14.847994,14.227627,13.519585,12.801063,12.722341,12.770962,12.405933,12.217494,12.809958,11.861188,12.008645,10.369918,11.416334,11.096671,11.08651,11.059395,10.921499,10.361593,10.652359,10.650399,10.707433,10.726907,10.700075,10.636611,10.191073,10.193501,10.055622,9.861697,9.699987,9.529699,9.556842,9.39615,9.203299,8.975727,8.937746,8.888853,8.812442,8.855942,8.836302,8.730444,8.722424,8.472227,8.469061,8.260198,8.294273,0.0
15,15,263,11750000000.000082,0.15695767340390882,0.15695500994978473,3.56431903036956,5.165586617267916,-2.323164522284575,-1.0,-0.972134,11.422311,19.189594,19.070307,18.222319,15.655501,16.11681,14.743237,14.587395,11.227871,14.763988,14.615896,14.085946,14.693954,14.076601,13.378575,12.666281,12.589385,12.637202,12.277245,12.084929,12.671146,11.736462,11.881918,10.25902,11.293341,10.975096,10.965003,10.934399,10.80396,10.248095,10.538618,10.536344,10.592858,10.606149,10.577155,10.517978,10.083064,10.08488,9.948988,9.756927,9.597165,9.428726,9.455789,9.296683,9.105399,8.879457,8.84201,8.793362,8.717032,8.760894,8.741364,8.634815,8.627359,8.378379,8.375643,8.169476,8.203987,0.0
16,16,264,11750000000.000082,0.16422588555995069,0.1642229833673959,3.56697356150026,5.151708877485394,-2.2793918698922178,-1.0,-0.971944,11.298675,19.041298,18.92893,18.018806,15.509824,15.94784,14.575657,14.420317,11.104533,14.584415,14.452541,13.924194,14.530817,13.917141,13.228707,12.523129,12.448084,12.495209,12.140588,11.944254,12.524114,11.603814,11.747329,10.140615,11.16277,10.846046,10.836052,10.802351,10.6787,10.126882,10.417167,10.414617,10.470634,10.478126,10.447087,10.391954,9.96754,9.968777,9.834893,9.644869,9.487062,9.320373,9.347414,9.189959,9.000284,8.776015,8.739122,8.690716,8.614467,8.658695,8.639267,8.532029,8.525126,8.277334,8.275035,8.071569,8.10652,0.0
17,17,265,11750000000.000082,0.17247702783174162,0.17247386311795407,3.5694673919182183,5.1375616087421685,-2.2346518324153486,-1.0,-0.97179,11.173537,18.892277,18.785736,17.819904,15.363492,15.779895,14.409014,14.25434,10.979687,14.407787,14.289218,13.763643,14.367554,13.757946,13.078415,12.379492,12.306231,12.352634,12.003137,11.803083,12.376629,11.470126,11.61189,10.020445,11.031305,10.716105,10.706205,10.669918,10.552116,10.004062,10.294114,10.29132,10.346916,10.34932,10.316477,10.264907,9.84994,9.850754,9.718728,9.53057,9.374739,9.209441,9.236529,9.08065,8.892493,8.669786,8.633404,8.585216,8.509036,8.553608,8.534251,8.426428,8.420012,8.173275,8.171372,7.970352,8.005683,0.0
18,18,266,11750000000.000082,0.18091820048943033,0.18091474456090087,3.5719973204905977,5.122886292858792,-2.188764536457908,-1.0,-0.97165,11.045371,18.739574,18.637165,17.61842,15.213344,15.607938,14.238289,14.084325,10.851824,14.227495,14.121675,13.599619,14.200106,13.594474,12.924909,12.232267,12.16091,12.206481,11.862242,11.658484,12.225092,11.333081,11.473111,9.8974,10.896805,10.58322,10.573449,10.534737,10.422526,9.878345,10.168142,10.165093,10.220308,10.217784,10.183245,10.135105,9.729487,9.729875,9.599718,9.413429,9.259786,9.09553,9.122768,8.968539,8.781921,8.560791,8.524909,8.476938,8.400824,8.445744,8.426427,8.318085,8.312129,8.066433,8.064886,7.866239,7.901913,0.0
19,19,267,11750000000.000082,0.18944179630557992,0.18943802483107927,3.5745330749925848,5.107843001864488,-2.1422800264905377,-1.0,-0.971529,10.915681,18.584534,18.48551,17.416611,15.060914,15.433495,14.064922,13.911523,10.722453,14.044323,13.951563,13.43264,14.029732,13.428031,12.769279,12.083061,12.013772,12.058199,11.719358,11.511999,12.070745,11.194172,11.332455,9.772988,10.760727,10.448826,10.439241,10.398139,10.291413,9.751349,10.040854,10.037513,10.092404,10.084985,10.04881,10.004056,9.607676,9.607648,9.479359,9.294918,9.143698,8.980011,9.007521,8.855024,8.669953,8.450394,8.41499,8.367232,8.291177,8.336448,8.317127,8.208379,8.202847,7.95818,7.956995,7.760539,7.796493,0.0
20,20,268,11750000000.000082,0.19797990768979243,0.197975840279052,3.576327638549803,5.094436407833271,-2.102401301098827,-1.0,-0.97144,10.806451,18.456743,18.360661,17.257124,14.935045,15.292093,13.924176,13.771177,10.613457,13.896313,13.812723,13.295866,13.890472,13.291676,12.641076,11.959812,11.892119,11.935305,11.600567,11.390753,11.943176,11.07831,11.215342,9.667596,10.647021,10.336408,10.326958,10.284295,10.181183,9.64424,9.933517,9.929954,9.984709,9.973922,9.936423,9.894102,9.504152,9.503853,9.376852,9.193639,9.044235,8.880859,8.908572,8.757299,8.573327,8.354879,8.319801,8.272188,8.196169,8.241693,8.222331,8.113414,8.108151,7.864218,7.863271,7.668282,7.704386,0.0
21,21,269,11750000000.000082,0.20700940129866316,0.20700501951300093,3.5778645658438415,5.08112283163032,-2.0635171985023613,-1.0,-0.971385,10.701118,18.335381,18.242222,17.109581,14.815279,15.159189,13.791771,13.639143,10.508327,13.757742,13.681717,13.166529,13.758965,13.162712,12.519222,11.842404,11.776133,11.818117,11.487005,11.275127,11.82181,10.967299,11.103273,9.565651,10.537963,10.228524,10.219172,10.175345,10.075025,9.540802,9.829877,9.826132,9.880836,9.86734,9.828609,9.788338,9.403749,9.403233,9.277302,9.095074,8.947259,8.784187,8.812057,8.661806,8.478771,8.261274,8.226467,8.178973,8.102981,8.148726,8.129303,8.020313,8.015258,7.771947,7.771193,7.577286,7.61361,0.0
22,22,270,11750000000.000082,0.21585142345556232,0.21584672793194465,3.5791382071055637,5.068630543142442,-2.0275420818825207,-1.0,-0.971374,10.60449,18.225393,18.134882,16.978546,14.706539,15.03969,13.672645,13.520343,10.41187,13.633444,13.563551,13.049742,13.640314,13.04623,12.408731,11.735718,11.670659,11.711574,11.383524,11.169963,11.711658,10.86596,11.001069,9.47189,10.438316,10.129901,10.120621,10.075941,9.977731,9.445799,9.734702,9.730809,9.785514,9.769888,9.730076,9.691479,9.311234,9.310549,9.185489,9.004029,8.85755,8.694755,8.722746,8.57332,8.391056,8.174343,8.139756,8.092358,8.016383,8.062311,8.042823,7.933816,7.928916,7.686108,7.685507,7.492414,7.528941,0.0
23,23,271,11750000000.000082,0.2248236170245816,0.22481861479579723,3.5799831336237538,5.0571977116746885,-1.995339862515792,-1.0,-0.971382,10.519535,18.13122,18.042919,16.87072,14.61326,14.939219,13.572394,13.420249,10.327032,13.529202,13.46361,12.950742,13.539886,12.947471,12.314249,11.644006,11.579826,11.619818,11.293904,11.07928,11.617236,10.777838,10.912349,9.388905,10.35135,10.043665,10.034426,9.989218,9.892323,9.362061,9.650835,9.646835,9.701576,9.684466,9.643853,9.606441,9.229108,9.228314,9.103821,8.922838,8.777259,8.614657,8.642715,8.493829,8.312074,8.095877,8.061434,8.014094,7.938131,7.984183,7.964627,7.855654,7.850844,7.608363,7.607858,7.41526,7.451896,0.0
24,24,272,11750000000.000082,0.23363900516992803,0.23363368301827453,3.5808112247602053,5.046007958282788,-1.96375198104325,-1.0,-0.971423,10.436235,18.038933,17.952808,16.765381,14.521832,14.840821,13.474197,13.322242,10.243848,13.427332,13.365767,12.853767,13.44156,12.850716,12.221624,11.554081,11.490759,11.529876,11.206052,10.990381,11.524689,10.691444,10.825381,9.307538,10.26612,9.959162,9.949961,9.904285,9.808597,9.27994,9.568588,9.564491,9.619274,9.600772,9.559403,9.52311,9.148567,9.147671,9.023727,8.843199,8.698503,8.536103,8.564225,8.415858,8.234596,8.018901,7.984598,7.937316,7.861361,7.907533,7.887908,7.778973,7.774247,7.532072,7.53166,7.339587,7.376178,0.0
25,25,273,11750000000.000082,0.24236030274010667,0.24235464621148564,3.5816200836649337,5.035188549207497,-1.932944732344428,-1.0,-0.97148,10.355021,17.948978,17.864986,16.66301,14.432714,14.744975,13.37853,13.226795,10.162746,13.328321,13.270502,12.759293,13.345788,12.756445,12.131346,11.466393,11.403902,11.442202,11.120411,10.903714,11.434486,10.607216,10.740605,9.22821,10.183058,9.876819,9.867653,9.821566,9.726982,9.19986,9.488386,9.484199,9.539032,9.519242,9.477155,9.441913,9.07003,9.069036,8.945629,8.765531,8.621698,8.459506,8.487689,8.339822,8.159035,7.943827,7.909658,7.86243,7.786483,7.83277,7.813077,7.704184,7.699532,7.457644,7.45732,7.265752,7.302284,0.0
26,26,274,11750000000.000082,0.24906277032827043,0.24905686361782373,3.5821781482371478,5.027770852444463,-1.9114314499178824,-1.0,-0.971484,10.29836,17.886307,17.803785,16.591955,14.37062,14.67828,13.311947,13.160383,10.106163,13.25956,13.204227,12.693547,13.279142,12.690818,12.068443,11.405264,11.343342,11.381096,11.060706,10.8433,11.371648,10.54848,10.681498,9.172853,10.125144,9.819404,9.810263,9.763915,9.670053,9.143971,9.432415,9.428169,9.483041,9.462405,9.419831,9.385291,9.015208,9.014149,8.891109,8.711301,8.568064,8.406022,8.434246,8.286718,8.106257,7.891382,7.857306,7.810114,7.734172,7.780538,7.760797,7.651933,7.64733,7.40563,7.405368,7.214136,7.250626,0.0
27,27,275,11750000000.000082,0.25565332028412485,0.2556471567533252,3.5827260119015065,5.0205373860240154,-1.8903486844985669,-1.0,-0.9715,10.242844,17.824909,17.74382,16.522461,14.309786,14.612957,13.246729,13.095348,10.050723,13.192307,13.139341,12.629164,13.213877,12.626535,12.006812,11.34536,11.283995,11.321229,11.002209,10.784105,11.310085,10.490931,10.623588,9.118615,10.068413,9.763166,9.754048,9.707464,9.614283,9.08921,9.377571,9.373268,9.428182,9.406747,9.363702,9.329834,8.96149,8.960369,8.837687,8.65816,8.515504,8.353618,8.381882,8.234683,8.054539,7.839988,7.806001,7.758844,7.682908,7.729349,7.709559,7.600728,7.59617,7.354648,7.354445,7.163534,7.19998,0.0
28,28,276,11750000000.000082,0.26140862189666364,0.2614022394396185,3.583163597597752,5.014886198690812,-1.8734436260495029,-1.0,-0.971519,10.198348,17.775742,17.695766,16.4669,14.26106,14.560671,13.194523,13.043303,10.006289,13.138569,13.08743,12.577639,13.161653,12.575083,11.957452,11.297361,11.236438,11.273273,10.955342,10.73668,11.260787,10.444815,10.577188,9.07514,10.022959,9.718109,9.709009,9.662248,9.56959,9.045308,9.333606,9.329258,9.384207,9.362158,9.318746,9.2854,8.918423,8.917254,8.794857,8.615553,8.473358,8.311601,8.339896,8.192957,8.013063,7.798771,7.764855,7.717726,7.641793,7.688294,7.668466,7.55966,7.555136,7.313751,7.313596,7.122935,7.159358,0.0
29,29,277,11750000000.000082,0.2665975490237834,0.26659097444340857,3.5835367434310688,5.010117886756444,-1.8589655566901775,-1.0,-0.971524,10.160256,17.733677,17.65464,16.419449,14.219371,14.515959,13.149877,12.998801,9.968249,13.092669,13.043052,12.533649,13.117002,12.531079,11.91526,11.256282,11.195732,11.232237,10.915233,10.696093,11.218613,10.405343,10.537477,9.037917,9.984058,9.679546,9.670463,9.623558,9.531333,9.007719,9.295961,9.291577,9.346558,9.324001,9.280281,9.247371,8.881544,8.880337,8.758181,8.579064,8.437263,8.275619,8.303941,8.157221,7.97754,7.763466,7.72961,7.682504,7.606575,7.653126,7.633265,7.524481,7.519985,7.278713,7.278599,7.088146,7.124572,0.0
30,30,278,11750000000.000082,0.2717610066095726,0.2717542365961674,3.5839085894803766,5.0054240867010416,-1.8446075233599988,-1.0,-0.971527,10.122478,17.691946,17.613836,16.372412,14.178017,14.471607,13.105588,12.954663,9.930524,13.047184,12.999046,12.49004,13.072718,12.487431,11.873411,11.215528,11.15535,11.191533,10.87545,10.655832,11.176782,10.366193,10.498092,9.001006,9.945482,9.641309,9.63224,9.585201,9.493395,8.970438,9.258626,9.254208,9.30922,9.286173,9.24215,9.209665,8.844974,8.843726,8.72181,8.542881,8.401468,8.239941,8.268289,8.121785,7.942315,7.728459,7.694662,7.647579,7.571652,7.618253,7.598359,7.489598,7.485128,7.243967,7.243892,7.053644,7.090073,0.0
31,31,279,11750000000.000082,0.27681288080211414,0.27680591565432616,3.5842725980766312,5.00086010232912,-1.8305873496468448,-1.0,-0.971555,10.085591,17.651196,17.573975,16.3265,14.137634,14.428299,13.06234,12.91157,9.893688,13.002807,12.956089,12.447467,13.029483,12.444815,11.832546,11.175726,11.11591,11.151785,10.836601,10.616517,11.135932,10.327963,10.459632,8.964968,9.907819,9.603977,9.594925,9.547759,9.456353,8.934034,9.22217,9.217717,9.272764,9.249248,9.204931,9.172857,8.809264,8.80798,8.686298,8.50755,8.366516,8.205106,8.233479,8.087187,7.907921,7.694277,7.660537,7.613476,7.537552,7.584202,7.564275,7.455536,7.451092,7.210034,7.209998,7.019947,7.056376,0.0
32,32,280,11750000000.000082,0.28186587787652384,0.28185871687515374,3.5846372133028,4.9963551955942735,-1.8166220284783408,-1.0,-0.971576,10.04892,17.610832,17.534649,16.282078,14.09772,14.385594,13.019611,12.869055,9.857065,12.959456,12.913816,12.405454,12.986918,12.402676,11.792019,11.136111,11.076631,11.112316,10.797997,10.577404,11.095415,10.289945,10.421398,8.929122,9.870396,9.566884,9.557847,9.510576,9.419547,8.897788,9.185875,9.181398,9.236482,9.212595,9.168003,9.136293,8.773724,8.772403,8.650959,8.472404,8.331705,8.17045,8.198841,8.052743,7.873664,7.660219,7.626535,7.579492,7.503571,7.550261,7.530302,7.421568,7.417132,7.176118,7.176121,6.986213,7.022637,0.0
33,33,281,11750000000.000082,0.28690902738923246,0.28690166809925943,3.5850016916113594,4.991916344162668,-1.8027388900129329,-1.0,-0.971625,10.012474,17.570736,17.495583,16.238132,14.058084,14.343202,12.97718,12.826856,9.820669,12.916534,12.871889,12.36376,12.944693,12.360834,11.751753,11.096719,11.037568,11.073045,10.759627,10.53852,11.055158,10.252154,10.383397,8.893498,9.833208,9.530027,9.521005,9.473637,9.382976,8.861755,9.149796,9.145298,9.200418,9.176188,9.131326,9.099969,8.7384,8.737042,8.615838,8.437477,8.2971,8.136014,8.164419,8.018512,7.839615,7.626365,7.592735,7.545709,7.46979,7.516521,7.496527,7.387795,7.383363,7.142375,7.142417,6.952636,6.989053,0.0
